Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
12.22,6.453,6.2555,2.7743,.5911
12.225,6.4134,6.2302,2.783,.6104
12.23,6.3456,6.2052,2.798,.6271
12.235,6.2843,6.1792,2.8142,.6513
12.24,6.2551,6.1526,2.8083,.6675
12.245,6.1912,6.1225,2.8229,.6917
12.25,6.1332,6.0972,2.8424,.7033
12.255,6.1014,6.068,2.8216,.7182
12.26,6.0401,6.0407,2.783,.743
12.265,5.9856,6.0109,2.809,.7227
12.27,5.9353,5.9817,2.8067,.7378
12.275,5.8805,5.9545,2.8187,.7614
12.28,5.8212,5.9233,2.7707,.7671
12.285,5.7667,5.8915,2.7668,.7825
12.29,5.7008,5.8568,2.7639,.7958
12.295,5.6337,5.8247,2.8424,.8003
12.3,5.5678,5.7955,2.8006,.8022
12.305,5.4981,5.7595,2.7662,.7878
12.31,5.4235,5.7232,2.772,.8027
12.315,5.3551,5.6943,2.6792,.829
12.32,5.2863,5.6613,2.7334,.85
12.325,5.2098,5.6262,2.7464,.8562
12.33,5.1455,5.5896,2.7574,.8743
12.335,5.0807,5.561,2.7762,.8978
12.34,5.0106,5.5192,2.8074,.8827
12.345,4.9445,5.4845,2.8083,.8864
12.35,4.8767,5.4485,2.783,.9063
12.355,4.8037,5.4115,2.7597,.9143
12.36,4.7327,5.3706,2.8113,.9365
12.365,4.6626,5.3337,2.8018,.9441
12.37,4.5974,5.2954,2.7626,.9386
12.375,4.5183,5.2536,2.8155,.9288
12.38,4.4615,5.2117,2.8473,.9512
12.385,4.359,5.1757,2.7957,.9891
12.39,4.2997,5.1374,2.8573,1.0127
12.395,4.203,5.0943,2.7986,1.0313
12.4,4.1261,5.0525,2.7996,1.0456
12.405,4.0214,5.0171,2.7613,1.0469
12.41,3.9578,4.9688,2.819,1.0485
12.415,3.841,4.9214,2.8755,1.0707
12.42,3.7801,4.8793,2.8083,1.0831
12.425,3.6841,4.8384,2.7746,1.0956
12.43,3.6545,4.792,2.8132,1.0953
12.435,3.5122,4.7469,2.8164,1.0707
12.44,3.4343,4.7015,2.844,1.1031
12.445,3.3321,4.6551,2.8194,1.1445
12.45,3.2472,4.6049,2.7921,1.1809
12.455,3.158,4.5604,2.7798,1.1827
12.46,3.0432,4.5128,2.8894,1.2089
12.465,2.9809,4.4644,2.8726,1.195
12.47,2.8842,4.4164,2.6452,1.1746
12.475,2.7918,4.3704,2.3601,1.1691
12.48,2.702,4.3224,2.026,1.0681
12.485,2.6348,4.2795,1.7987,.9594
12.49,2.5553,4.24,1.6702,.8617
12.495,2.4934,4.2056,1.9031,.8181
12.5,2.4279,4.1696,2.1052,.7841
12.505,2.3763,4.1436,2.0604,.7072
12.51,2.3209,4.1171,1.9096,.6031
12.515,2.2771,4.0934,1.8905,.5385
12.52,2.2313,4.0726,1.8869,.4614
12.525,2.1918,4.0567,1.881,.3726
12.53,2.1564,4.045,1.9936,.3235
12.535,2.134,4.0327,2.0919,.256
12.54,2.1337,4.0233,2.569,.2887
12.545,2.1104,4.0087,3.0013,.3352
12.55,2.0951,3.9974,3.2368,.3395
12.555,2.0705,3.9854,2.7587,.2749
12.56,2.0494,3.9743,2.389,.243
12.565,2.0228,3.9617,2.5534,.2837
12.57,1.9949,3.952,2.7603,.3034
12.575,1.9651,3.937,2.6523,.3047
12.58,1.9355,3.9254,2.496,.29
12.585,1.9125,3.9176,2.3925,.2574
12.59,1.8869,3.9066,2.2323,.2026
12.595,1.8982,3.8975,2.124,.1362
12.6,1.8778,3.8946,2.0993,.0656
12.605,1.8707,3.8933,2.1126,-.0037
12.61,1.8755,3.8942,2.1597,-.0477
12.615,1.8703,3.8975,2.2064,-.0732
12.62,1.8895,3.9069,2.7798,-.0126
12.625,1.8882,3.8997,3.1401,.0327
12.63,1.8973,3.8994,3.2215,.0256
12.635,1.8918,3.9001,2.8609,-.005
12.64,1.896,3.9023,2.6192,-.0262
12.645,1.8982,3.9004,2.5716,-.0154
12.65,1.9038,3.9007,2.5505,.0033
12.655,1.9038,3.9004,2.5369,.0136
12.66,1.9028,3.9017,2.5534,.0133
12.665,1.9076,3.8997,2.6196,.0034
12.67,1.9122,3.9004,2.6134,-.0066
12.675,1.9154,3.901,2.5667,-.0291
12.68,1.9177,3.9023,2.5849,-.0489
12.685,1.9115,3.9059,2.5862,-.0566
12.69,1.908,3.9101,2.641,-.0617
12.695,1.9089,3.9091,2.6591,-.0485
12.7,1.9106,3.9104,2.8366,-.0045
12.705,1.9106,3.9108,2.929,.0172
12.71,1.9086,3.9124,2.8417,.0135
12.715,1.9128,3.9095,2.7467,-.0079
12.72,1.9187,3.9108,2.5382,-.039
12.725,1.918,3.9127,2.5086,-.0526
12.73,1.93,3.9143,2.4833,-.0505
12.735,1.8979,3.9182,2.6202,-.0304
12.74,1.8535,3.9179,2.8404,-.0008
12.745,1.8253,3.9182,2.9274,.0105
12.75,1.8739,3.9179,2.9043,.0036
12.755,1.9472,3.9173,2.7334,-.0176
12.76,1.9388,3.9296,2.5605,-.0374
12.765,1.9294,3.9199,2.5018,-.0541
12.77,1.929,3.9221,2.5446,-.0497
12.775,1.9154,3.9241,2.677,-.0312
12.78,1.9651,3.9234,2.8006,-.0016
12.785,1.9693,3.9257,2.8417,.0131
12.79,1.9631,3.9254,2.7765,.0075
12.795,1.9647,3.925,2.7474,-.005
12.8,1.9576,3.9267,2.6179,-.0351
12.805,1.9495,3.9299,2.5258,-.0529
12.81,1.9394,3.9299,2.5041,-.0458
12.815,1.944,3.9319,2.6244,-.0223
12.82,1.9453,3.9315,2.7908,.0076
12.825,1.9443,3.9312,2.8421,.0136
12.83,1.9472,3.928,2.7451,.0083
12.835,1.9569,3.9289,2.723,-.0071
12.84,1.955,3.9319,2.5764,-.0377
12.845,1.9495,3.9338,2.4567,-.0541
12.85,1.9803,3.9364,2.4331,-.0597
12.855,1.9586,3.9377,2.5602,-.0437
12.86,1.9647,3.9396,2.8044,-.0081
12.865,1.9852,3.9387,2.87,.0034
12.87,1.9748,3.9403,2.8554,.002
12.875,1.9874,3.9422,2.7642,-.0139
12.88,1.9774,3.9422,2.6192,-.043
12.885,1.9667,3.9435,2.5346,-.0566
12.89,1.9728,3.9484,2.5515,-.0508
12.895,2.0127,3.9468,2.6475,-.0385
12.9,1.9832,3.9546,2.8239,-.0043
12.905,1.9822,3.949,2.8181,.0025
12.91,1.9803,3.951,2.7727,-.0026
12.915,1.9978,3.95,2.6951,-.0207
12.92,2.0046,3.95,2.6643,-.0382
12.925,2.0085,3.9529,2.6124,-.0489
12.93,2.0156,3.9546,2.5813,-.0484
12.935,2.0166,3.9575,2.6857,-.0273
12.94,2.016,3.9578,2.8294,.006
12.945,2.0053,3.9536,2.834,.0185
12.95,1.9929,3.9575,2.712,.0104
12.955,1.9952,3.9588,2.6874,-.0032
12.96,2.0011,3.9562,2.5537,-.0301
12.965,1.9985,3.9597,2.5112,-.0471
12.97,2.0017,3.975,2.5265,-.0387
12.975,2.0069,3.9617,2.6549,-.0212
12.98,2.0166,3.963,2.7801,.002
12.985,2.0131,3.9623,2.774,.0101
12.99,2.0163,3.964,2.784,.0054
12.995,2.0156,3.9627,2.7363,-.0066
13,2.0192,3.963,2.6559,-.0225
13.005,2.0254,3.9649,2.5982,-.0296
13.01,2.0267,3.9649,2.5842,-.0298
13.015,2.0384,3.9659,2.6851,-.0113
13.02,2.0416,3.9669,2.7159,.0025
13.025,2.0384,3.9666,2.7052,.0021
13.03,2.0332,3.9675,2.6773,-.0055
13.035,2.0351,3.9675,2.6458,-.0192
13.04,2.026,3.9614,2.6922,-.0311
13.045,2.0225,3.9714,2.6692,-.038
13.05,2.0273,3.9721,2.726,-.0333
13.055,2.0156,3.9747,2.7234,-.0225
13.06,2.0225,3.9734,2.7633,-.0063
13.065,2.0306,3.9747,2.7373,.0029
13.07,2.0283,3.9753,2.7506,.0047
13.075,2.0371,3.9769,2.7386,-.0016
13.08,2.04,3.9766,2.6656,-.0181
13.085,2.0419,3.974,2.6046,-.0315
13.09,2.0439,3.9786,2.5479,-.0311
13.095,2.0474,3.9795,2.639,-.0168
13.1,2.062,3.9799,2.7305,.0028
13.105,2.0562,3.9808,2.7697,.0088
13.11,2.0607,3.9799,2.7285,.0041
13.115,2.063,3.9799,2.7328,-.0008
13.12,2.062,3.9799,2.6209,-.0197
13.125,2.0604,3.9812,2.5356,-.0338
13.13,2.0562,3.9837,2.5404,-.033
13.135,2.0465,3.9834,2.6082,-.0238
13.14,2.0452,3.9844,2.7483,-.0014
13.145,2.0409,3.9847,2.7636,.0036
13.15,2.0387,3.9854,2.7788,.0002
13.155,2.0458,3.9854,2.747,-.0037
13.16,2.052,3.9857,2.6069,-.0328
13.165,2.0578,3.988,2.5602,-.0453
13.17,2.0568,3.9883,2.5252,-.0409
13.175,2.0666,3.9906,2.6387,-.0269
13.18,2.0659,3.9912,2.8038,-.0009
13.185,2.0727,3.9922,2.8508,.006
13.19,2.0727,3.9922,2.8398,.0041
13.195,2.0799,3.9902,2.7331,-.0079
13.2,2.0834,3.9967,2.6565,-.0249
13.205,2.0909,3.9928,2.5939,-.0259
13.21,2.0834,3.9945,2.6848,-.0144
13.215,2.0821,3.9941,2.7075,-.0014
13.22,2.0812,3.9945,2.7292,.0055
13.225,2.0721,4,2.6546,.0067
13.23,2.0679,3.9945,2.6796,.0025
13.235,2.0614,3.9951,2.6994,-.0074
13.24,2.0585,3.9941,2.6679,-.0231
13.245,2.0672,3.9957,2.6056,-.0298
13.25,2.0757,3.9967,2.6254,-.0269
13.255,2.0757,3.998,2.6575,-.0134
13.26,2.0714,3.9987,2.7817,.0096
13.265,2.0812,3.9983,2.7457,.0172
13.27,2.0815,3.9935,2.7289,.0081
13.275,2.0834,3.9987,2.7347,-.0009
13.28,2.0864,3.998,2.6144,-.0145
13.285,2.0812,3.9996,2.567,-.0212
13.29,2.0928,3.9993,2.5625,-.0141
13.295,2.1,4,2.664,-.0026
13.3,2.0993,4.0006,2.7071,.0047
13.305,2.1045,3.9993,2.7234,.0034
13.31,2.0938,4.0013,2.6747,-.0053
13.315,2.0851,4,2.6796,-.0121
13.32,2.074,4.0013,2.7204,-.0103
13.325,2.075,4.0016,2.7542,-.0087
13.33,2.074,4.0019,2.7266,-.0032
13.335,2.0776,4.0032,2.7201,.0025
13.34,2.0812,3.9941,2.6072,-.0016
13.345,2.0799,4.0029,2.6059,-.0034
13.35,2.0857,4.0032,2.6212,-.0052
13.355,2.0945,4.0029,2.689,-.0092
13.36,2.0886,4.0061,2.7668,-.0053
13.365,2.0935,4.0045,2.7856,-.0048
13.37,2.0967,4.0045,2.7337,-.0016
13.375,2.0997,4.0058,2.6955,.0012
13.38,2.1058,4.0045,2.627,-.0022
13.385,2.1074,4.0081,2.5988,-.0027
13.39,2.1201,4.0048,2.6364,-.0013
13.395,2.1104,4.0058,2.6546,-.0018
13.4,2.1055,4.0055,2.723,-.0034
13.405,2.099,4.0058,2.7065,-.0071
13.41,2.0867,4.011,2.6919,-.0077
13.415,2.0857,4.0071,2.6397,-.0063
13.42,2.0883,4.0084,2.6588,.0012
13.425,2.0841,4.0074,2.6925,.0046
13.43,2.0902,4.0068,2.675,.0039
13.435,2.0951,4.01,2.7114,.0025
13.44,2.0928,4.0071,2.6608,-.0042
13.445,2.0902,4.0068,2.6604,-.0056
13.45,2.0984,4.0074,2.6465,-.0008
13.455,2.098,4.0029,2.6546,-.0019
13.46,2.0964,4.0077,2.6932,.0037
13.465,2.1048,4.0081,2.7169,.0063
13.47,2.1013,4.0084,2.7136,.0047
13.475,2.1104,4.0071,2.7305,.002
13.48,2.1146,4.0081,2.6484,-.0071
13.485,2.112,4.0084,2.6004,-.0126
13.49,2.1181,4.0081,2.6368,-.0118
13.495,2.111,4.01,2.6432,-.0055
13.5,2.1071,4.0113,2.7016,-.004
13.505,2.0941,4.0103,2.6896,-.0065
13.51,2.098,4.011,2.7045,-.0099
13.515,2.1058,4.0113,2.6835,-.0137
13.52,2.1022,4.0129,2.7217,-.0126
13.525,2.1032,4.0081,2.7013,-.0071
13.53,2.0987,4.0123,2.7331,.0012
13.535,2.1052,4.0123,2.7003,.0037
13.54,2.1152,4.0123,2.629,-.0018
13.545,2.0951,4.0142,2.6189,-.0014
13.55,2.1081,4.0129,2.6432,-.0024
13.555,2.1243,4.0123,2.6825,-.0013
13.56,2.1262,4.0155,2.726,.0047
13.565,2.1211,4.0126,2.7156,.0026
13.57,2.1694,4.0191,2.7221,.0037
13.575,2.098,4.0133,2.6559,.0031
13.58,2.0993,4.0136,2.604,-.0074
13.585,2.1078,4.0133,2.6034,-.0052
13.59,2.1087,4.0126,2.6468,-.0043
13.595,2.1045,4.0162,2.6608,-.0055
13.6,2.1512,4.0152,2.6994,-.0074
13.605,2.1003,4.0149,2.6912,-.0095
13.61,2.1084,4.0172,2.69,-.0113
13.615,2.1074,4.0139,2.6828,-.0113
13.62,2.1172,4.0194,2.7298,-.0031
13.625,2.1149,4.0165,2.7525,.0034
13.63,2.1188,4.0172,2.76,.0046
13.635,2.1009,4.0165,2.6919,.0073
13.64,2.1133,4.0123,2.6504,-.0034
13.645,2.1032,4.0172,2.6491,-.0018
13.65,2.1233,4.0165,2.6737,.0003
13.655,2.1214,4.0172,2.6883,.0031
13.66,2.1097,4.0175,2.6835,.0029
13.665,2.1181,4.0178,2.688,.0025
13.67,2.1344,4.0172,2.6861,.0023
13.675,2.112,4.0178,2.6961,.0012
13.68,2.1013,4.0178,2.6634,.002
13.685,2.0997,4.0168,2.689,.0015
13.69,2.1104,4.0175,2.6724,.0034
13.695,2.1558,4.0175,2.6718,.0033
13.7,2.1185,4.0168,2.6403,.0031
13.705,2.1152,4.0185,2.687,.0002
13.71,2.1152,4.0077,2.6741,.0039
13.715,2.11,4.0178,2.7042,.0021
13.72,2.1071,4.0165,2.6608,.0021
13.725,2.1269,4.0172,2.6792,.002
13.73,2.1097,4.0207,2.6624,.0029
13.735,2.1152,4.0175,2.6896,.0033
13.74,2.1188,4.0181,2.6394,.0015
13.745,2.1097,4.0185,2.6692,-.0001
13.75,2.1117,4.0172,2.6809,-.0024
13.755,2.1061,4.024,2.7172,-.0013
13.76,2.11,4.0181,2.6951,.0013
13.765,2.1126,4.0188,2.7191,.0054
13.77,2.1428,4.0185,2.6994,.0029
13.775,2.1022,4.0185,2.7068,.0018
13.78,2.1065,4.022,2.6235,-.0018
13.785,2.1486,4.0185,2.6478,-.004
13.79,2.1207,4.0194,2.6556,-.0018
13.795,2.1142,4.0217,2.6958,-.0021
13.8,2.1172,4.0191,2.6741,-.0027
13.805,2.1149,4.0194,2.6974,-.0047
13.81,2.1165,4.0194,2.675,-.0068
13.815,2.1149,4.0262,2.6779,-.0089
13.82,2.1519,4.0204,2.6452,-.0089
13.825,2.1363,4.0165,2.6792,-.0094
13.83,2.1146,4.0217,2.6627,-.0079
13.835,2.1185,4.0214,2.7068,-.0069
13.84,2.1175,4.023,2.7162,.0007
13.845,2.123,4.021,2.761,.0036
13.85,2.124,4.0223,2.7305,.0034
13.855,2.1155,4.022,2.6951,.0023
13.86,2.125,4.0227,2.6089,-.0029
13.865,2.1321,4.0233,2.6222,-.0009
13.87,2.124,4.0194,2.64,.0021
13.875,2.1211,4.0227,2.6864,.0029
13.88,2.1194,4.023,2.7396,.008
13.885,2.1139,4.023,2.7318,.0034
13.89,2.1324,4.0233,2.7402,.006
13.895,2.1661,4.0262,2.688,.0015
13.9,2.1194,4.023,2.5969,-.004
13.905,2.1272,4.023,2.6248,-.004
13.91,2.1483,4.023,2.6611,.0013
13.915,2.1314,4.0256,2.6754,.0031
13.92,2.1451,4.0233,2.7146,.0034
13.925,2.1434,4.023,2.7143,.0037
13.93,2.1198,4.0198,2.726,.0002
13.935,2.1181,4.0236,2.6731,.0002
13.94,2.1379,4.024,2.7003,-.0011
13.945,2.1447,4.0233,2.6812,.0015
13.95,2.1243,4.024,2.7049,.0034
13.955,2.1444,4.0236,2.6475,.0025
13.96,2.1395,4.0259,2.6906,.0029
13.965,2.1275,4.0233,2.6854,.0029
13.97,2.1282,4.0243,2.7114,.0031
13.975,2.1237,4.0217,2.6585,.002
13.98,2.1172,4.0243,2.6887,.0023
13.985,2.1441,4.0256,2.6679,.0031
13.99,2.1298,4.024,2.688,.0033
13.995,2.147,4.0236,2.6465,.0034
14,2.1421,4.0236,2.6809,.0025
14.005,2.125,4.0266,2.6776,.0031
14.01,2.1227,4.0262,2.6702,.0029
14.015,2.1211,4.0243,2.6984,.0033
14.02,2.1175,4.0272,2.6877,.0042
14.025,2.1214,4.0279,2.6595,.0031
14.03,2.1259,4.0266,2.6627,.0002
14.035,2.1305,4.0269,2.6922,.0018
14.04,2.1282,4.0269,2.7256,.0018
14.045,2.134,4.0259,2.6335,-.0105
14.05,2.125,4.0243,2.5411,-.0173
14.055,2.1373,4.0282,2.5369,-.0307
14.06,2.1337,4.0301,2.5735,-.0503
14.065,2.1512,4.033,2.4817,-.0777
14.07,2.1496,4.0382,2.3763,-.107
14.075,2.1658,4.0438,2.3708,-.1339
14.08,2.171,4.0473,2.3951,-.1625
14.085,2.194,4.0545,2.3925,-.1905
14.09,2.2109,4.0629,2.4023,-.2208
14.095,2.2304,4.0739,2.4431,-.2499
14.1,2.2537,4.0827,2.4613,-.2742
14.105,2.2842,4.0934,2.3932,-.3079
14.11,2.3027,4.1076,2.386,-.3278
14.115,2.3228,4.1222,2.4765,-.3413
14.12,2.3465,4.1381,2.4905,-.3644
14.125,2.3633,4.1511,2.5022,-.3764
14.13,2.3932,4.167,2.5145,-.3869
14.135,2.4253,4.1842,2.556,-.4
14.14,2.4567,4.2014,2.6085,-.4072
14.145,2.4911,4.2192,2.6189,-.4099
14.15,2.5288,4.2335,2.6734,-.413
14.155,2.5566,4.251,2.6773,-.4088
14.16,2.5917,4.2663,2.712,-.4114
14.165,2.6348,4.2867,2.7357,-.4167
14.17,2.6569,4.3074,2.7302,-.407
14.175,2.6961,4.3207,2.7467,-.4123
14.18,2.7334,4.3389,2.6659,-.4115
14.185,2.7584,4.3554,2.6611,-.4018
14.19,2.8006,4.3733,2.7136,-.4028
14.195,2.8317,4.3869,2.736,-.4054
14.2,2.8739,4.4057,2.7052,-.3919
14.205,2.8995,4.4223,2.6848,-.4067
14.21,2.9274,4.4382,2.688,-.3937
14.215,2.953,4.4531,2.6815,-.4042
14.22,2.9799,4.4699,2.6754,-.4078
14.225,3.0156,4.4858,2.7123,-.3992
14.23,3.038,4.5027,2.7104,-.4054
14.235,3.0578,4.5189,2.7052,-.4081
14.24,3.0905,4.5312,2.6981,-.4042
14.245,3.1239,4.5507,2.6948,-.4078
14.25,3.1732,4.5679,2.6789,-.4062
14.255,3.2073,4.5841,2.6491,-.4025
14.26,3.2254,4.599,2.6828,-.4096
14.265,3.2601,4.6133,2.6578,-.4007
14.27,3.2942,4.6334,2.6757,-.3957
14.275,3.3396,4.6499,2.6653,-.3992
14.28,3.3737,4.6645,2.6698,-.3881
14.285,3.4048,4.6814,2.6702,-.3879
14.29,3.432,4.6895,2.6647,-.3884
14.295,3.4648,4.7151,2.6773,-.3869
14.3,3.5096,4.7307,2.6442,-.3872
14.305,3.5426,4.7463,2.6951,-.3871
14.31,3.5556,4.7618,2.6825,-.3837
14.315,3.5679,4.779,2.6828,-.3879
14.32,3.5949,4.7959,2.6825,-.3948
14.325,3.6279,4.8118,2.6523,-.4065
14.33,3.6759,4.8287,2.6488,-.4057
14.335,3.7094,4.8472,2.6403,-.405
14.34,3.7204,4.8617,2.6828,-.4073
14.345,3.758,4.876,2.7058,-.4068
14.35,3.7943,4.8932,2.6757,-.4133
14.355,3.8407,4.9123,2.6559,-.4065
14.36,3.8582,4.9328,2.6685,-.406
14.365,3.8959,4.9451,2.6196,-.4161
14.37,3.9367,4.9636,2.6429,-.4326
14.375,3.9886,4.9801,2.653,-.4305
14.38,4.0285,4.9999,2.6585,-.4399
14.385,4.0528,5.0191,2.6734,-.4484
14.39,4.0823,5.034,2.6481,-.4449
14.395,4.1164,5.0528,2.5758,-.4578
14.4,4.1689,5.0703,2.6494,-.4594
14.405,4.204,5.0891,2.6192,-.4567
14.41,4.2157,5.1079,2.665,-.4667
14.415,4.2468,5.128,2.6296,-.4706
14.42,4.2838,5.1475,2.6186,-.4685
14.425,4.3295,5.1653,2.5962,-.4768
14.43,4.3639,5.1822,2.6085,-.4713
14.435,4.3989,5.2036,2.6316,-.464
14.44,4.4378,5.224,2.6325,-.48
14.445,4.4933,5.2435,2.5855,-.4875
14.45,4.5202,5.2646,2.6403,-.4923
14.455,4.5546,5.284,2.6274,-.5072
14.46,4.6049,5.3074,2.5855,-.5108
14.465,4.6571,5.3269,2.6332,-.5127
14.47,4.71,5.3502,2.6588,-.5308
14.475,4.7414,5.3713,2.6348,-.5326
14.48,4.7839,5.3898,2.6277,-.5365
14.485,4.8345,5.4161,2.6205,-.5355
14.49,4.8773,5.4391,2.6102,-.5325
14.495,4.9198,5.4559,2.6261,-.5558
14.5,4.9539,5.4851,2.6329,-.5687
14.505,4.9989,5.514,2.5648,-.5827
14.51,5.044,5.5318,2.6004,-.5972
14.515,5.0826,5.5552,2.6342,-.5972
14.52,5.1261,5.5798,2.6166,-.6056
14.525,5.178,5.6074,2.6329,-.6145
14.53,5.2211,5.6308,2.556,-.6256
14.535,5.2763,5.6564,2.6063,-.6332
14.54,5.3298,5.6823,2.5901,-.6332
14.545,5.3781,5.7083,2.5904,-.6306
14.55,5.4345,5.7368,2.6001,-.6385
14.555,5.4975,5.7602,2.4895,-.6584
14.56,5.5507,5.7874,2.5797,-.6673
14.565,5.6139,5.8153,2.6056,-.6756
14.57,5.6687,5.8442,2.593,-.6851
14.575,5.7258,5.8753,2.5991,-.7115
14.58,5.7819,5.9029,2.5466,-.7188
14.585,5.8426,5.9363,2.6118,-.7091
14.59,5.888,5.9623,2.6413,-.706
14.595,5.9477,5.9905,2.6261,-.7196
14.6,6.0005,6.0103,2.5933,-.7504
14.605,6.0456,6.0485,2.5907,-.7692
14.61,6.1053,6.0793,2.557,-.7755
14.615,6.1676,6.1134,2.5657,-.7766
14.62,6.2201,6.1442,2.6244,-.7787
14.625,6.2944,6.1744,2.5956,-.7852
14.63,6.3537,6.2065,2.5884,-.7745
14.635,6.4092,6.2392,2.5631,-.7896
14.64,6.4922,6.2733,2.5703,-.7985
14.645,6.549,6.3057,2.6238,-.8164
14.65,6.635,6.3365,2.5787,-.8318
14.655,6.6969,6.3713,2.5615,-.8474
14.66,6.7657,6.405,2.6004,-.8613
14.665,6.8513,6.44,2.5592,-.8508
14.67,6.9119,6.4708,2.5596,-.8652
14.675,6.9947,6.5072,2.5956,-.8805
14.68,7.0378,6.5438,2.6407,-.9063
14.685,7.1075,6.5801,2.6222,-.9213
14.69,7.186,6.6178,2.5459,-.9223
14.695,7.2476,6.6508,2.5794,-.9314
14.7,7.3339,6.6888,2.5755,-.9121
14.705,7.3832,6.7254,2.5398,-.9157
14.71,7.4783,6.7653,2.5978,-.9315
14.715,7.5302,6.8013,2.5959,-.9451
14.72,7.6291,6.8348,2.5764,-.9565
14.725,7.6868,6.8798,2.5842,-.9655
14.73,7.7773,6.9191,2.6397,-.9738
14.735,7.8448,6.9587,2.6179,-.971
14.74,7.9317,6.9995,2.6176,-.9837
14.745,8.0112,7.0368,2.6034,-1.0034
14.75,8.0991,7.0757,2.5894,-1.0148
14.755,8.1792,7.1163,2.639,-1.0104
14.76,8.2651,7.1578,2.603,-1.0107
14.765,8.3423,7.2003,2.6452,-.994
14.77,8.4186,7.2405,2.6702,-.9924
14.775,8.5048,7.2788,2.6335,-1.0146
14.78,8.5817,7.3184,2.7461,-1.0182
14.785,8.6547,7.3589,3.0548,-.9646
14.79,8.728,7.3923,3.3681,-.8686
14.795,8.7841,7.429,3.5365,-.7713
14.8,8.8396,7.4585,3.6075,-.6978
14.805,8.8983,7.4867,3.5874,-.622
14.81,8.9323,7.512,3.5563,-.5512
14.815,8.9645,7.5292,3.5916,-.447
14.82,8.9979,7.5467,3.4888,-.3618
14.825,9.0238,7.5603,3.4697,-.2749
14.83,9.0465,7.5688,3.4833,-.1706
14.835,9.0663,7.5723,3.4622,-.1013
14.84,9.0822,7.5762,3.4531,-.0351
14.845,9.0854,7.5765,3.3928,.028
14.85,9.0819,7.5749,3.2559,.0724
14.855,9.0841,7.5723,3.0986,.0954
14.86,9.0718,7.5733,2.9705,.1315
14.865,9.0472,7.5626,2.881,.1661
14.87,9.0433,7.5551,2.8469,.1995
14.875,9.0235,7.549,2.807,.1681
14.88,9.0063,7.5448,2.6241,.132
14.885,8.9946,7.5415,2.3202,.0891
14.89,8.9911,7.5321,2.3316,.0808
14.895,8.9946,7.5318,2.6617,.1121
14.9,8.981,7.5279,2.7347,.1093
14.905,8.969,7.524,2.7198,.1048
14.91,8.9576,7.5188,2.7918,.1318
14.915,8.9479,7.5123,2.9024,.1652
14.92,8.9284,7.5058,2.9741,.1747
14.925,8.9106,7.4974,3.0029,.203
14.93,8.8915,7.487,2.9397,.2408
14.935,8.8717,7.4799,2.8294,.249
14.94,8.8435,7.4702,2.7389,.2615
14.945,8.8399,7.4559,2.677,.2782
14.95,8.8123,7.4455,2.6546,.2931
14.955,8.7763,7.4406,2.6059,.2672
14.96,8.7773,7.426,2.4431,.2228
14.965,8.7575,7.4173,2.2803,.1846
14.97,8.7361,7.4105,2.4185,.1716
14.975,8.7299,7.402,2.5654,.1789
14.98,8.7199,7.3965,2.5787,.164
14.985,8.6982,7.3907,2.6121,.1532
14.99,8.6855,7.3852,2.664,.1452
14.995,8.679,7.3797,2.7555,.1508
15,8.6667,7.3686,2.8229,.1626
15.005,8.668,7.3673,2.9497,.1914
15.01,8.6657,7.3573,2.9728,.2089
15.015,8.6534,7.3495,2.8333,.2149
15.02,8.6323,7.3414,2.7821,.2345
15.025,8.6154,7.3443,2.8657,.268
15.03,8.5781,7.3203,2.8304,.2694
15.035,8.6803,7.3106,2.6779,.2515
15.04,8.5434,7.3012,2.6215,.2461
15.045,8.5097,7.2931,2.5463,.2306
15.05,8.4896,7.2804,2.4454,.2144
15.055,8.4685,7.2739,2.5028,.2058
15.06,8.4377,7.2681,2.4662,.1728
15.065,8.4627,7.2584,2.3552,.1397
15.07,8.4611,7.2577,2.35,.1187
15.075,8.451,7.2502,2.5836,.1325
15.08,8.4387,7.2454,2.7386,.1355
15.085,8.4254,7.2395,2.7675,.1376
15.09,8.4033,7.2344,2.7879,.1418
15.095,8.3952,7.2269,2.7195,.1542
15.1,8.3764,7.2204,2.8012,.1891
15.105,8.3527,7.2126,3,.2199
15.11,8.3349,7.2048,2.9734,.2346
15.115,8.317,7.1951,2.6659,.2076
15.12,8.296,7.1857,2.5339,.1962
15.125,8.2797,7.1795,2.4869,.1959
15.13,8.2629,7.1695,2.5236,.1856
15.135,8.2483,7.164,2.5699,.1733
15.14,8.2606,7.1585,2.5852,.1514
15.145,8.2525,7.1533,2.4123,.1164
15.15,8.2369,7.1487,2.386,.0883
15.155,8.2291,7.1452,2.6368,.1044
15.16,8.2197,7.1409,2.7911,.1114
15.165,8.2077,7.1393,2.798,.1049
15.17,8.1961,7.1332,2.7003,.1009
15.175,8.1892,7.127,2.783,.1321
15.18,8.1753,7.1221,3.0062,.1826
15.185,8.1607,7.1156,3.1002,.2016
15.19,8.1526,7.1075,2.9011,.2061
15.195,8.1471,7.0997,2.6209,.1911
15.2,8.1331,7.092,2.5265,.1812
15.205,8.1286,7.0858,2.5206,.1872
15.21,8.1146,7.079,2.5563,.1857
15.215,8.103,7.0712,2.5693,.1705
15.22,8.089,7.066,2.4422,.1313
15.225,8.0848,7.0608,2.3218,.092
15.23,8.0728,7.0579,2.3627,.0675
