Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
6.145,2.2861,4.1132,2.6072,-.1743
6.15,2.2972,4.118,2.5806,-.1902
6.155,2.3221,4.13,2.5411,-.21
6.16,2.3439,4.1385,2.4353,-.2381
6.165,2.3523,4.1495,2.4947,-.2506
6.17,2.3857,4.1599,2.5755,-.2618
6.175,2.4263,4.1702,2.5566,-.2775
6.18,2.4292,4.1816,2.5151,-.2911
6.185,2.4551,4.1965,2.5657,-.2951
6.19,2.4752,4.2062,2.7704,-.2784
6.195,2.494,4.2176,2.9043,-.2629
6.2,2.5333,4.2286,2.8518,-.2614
6.205,2.5544,4.2393,2.7289,-.2666
6.21,2.5719,4.2507,2.5845,-.2788
6.215,2.5965,4.262,2.5683,-.278
6.22,2.6157,4.2737,2.5852,-.2759
6.225,2.6384,4.2851,2.6802,-.2653
6.23,2.6595,4.2977,2.7645,-.2627
6.235,2.6893,4.3074,2.7341,-.2708
6.24,2.712,4.3204,2.6381,-.2783
6.245,2.7292,4.3318,2.6351,-.2784
6.25,2.7513,4.3428,2.6715,-.2823
6.255,2.7684,4.3545,2.6672,-.2828
6.26,2.7723,4.3674,2.6877,-.2783
6.265,2.7944,4.3791,2.6935,-.2789
6.27,2.807,4.3908,2.6569,-.2801
6.275,2.844,4.4031,2.6669,-.2708
6.28,2.8657,4.4154,2.6377,-.283
6.285,2.8823,4.4258,2.6825,-.2802
6.29,2.9073,4.4375,2.6818,-.2831
6.295,2.9352,4.4485,2.6981,-.2946
6.3,2.9624,4.4602,2.6653,-.2963
6.305,2.9874,4.4732,2.6621,-.293
6.31,3.0175,4.4836,2.6653,-.2972
6.315,3.038,4.4962,2.6536,-.2956
6.32,3.0652,4.5082,2.6896,-.2987
6.325,3.0843,4.5205,2.675,-.3016
6.33,3.1142,4.5296,2.6805,-.3066
6.335,3.1356,4.5445,2.6857,-.309
6.34,3.1576,4.5559,2.7198,-.3061
6.345,3.1979,4.5702,2.651,-.3061
6.35,3.2102,4.5815,2.6439,-.3118
6.355,3.2225,4.5916,2.6475,-.3086
6.36,3.2348,4.6068,2.6189,-.3136
6.365,3.2559,4.6198,2.6475,-.3238
6.37,3.2838,4.636,2.6348,-.322
6.375,3.3201,4.647,2.6799,-.3212
6.38,3.351,4.6542,2.6656,-.3244
6.385,3.3763,4.6746,2.6176,-.3171
6.39,3.3941,4.6876,2.7065,-.3184
6.395,3.4239,4.7005,2.6734,-.3199
6.4,3.4476,4.7155,2.6368,-.3183
6.405,3.483,4.7369,2.6634,-.3283
6.41,3.5238,4.7411,2.6552,-.3349
6.415,3.552,4.7544,2.663,-.3338
6.42,3.5822,4.768,2.6624,-.3442
6.425,3.5942,4.7826,2.6394,-.3427
6.43,3.627,4.7979,2.6449,-.3439
6.435,3.6519,4.8128,2.6559,-.3557
6.44,3.6957,4.8274,2.6196,-.356
6.445,3.7178,4.8416,2.6468,-.3591
6.45,3.7227,4.8562,2.6445,-.3655
6.455,3.7525,4.8702,2.6744,-.3701
6.46,3.7703,4.8857,2.6695,-.3696
6.465,3.8187,4.901,2.6475,-.3639
6.47,3.8466,4.9172,2.6241,-.3668
6.475,3.8543,4.9315,2.6196,-.3672
6.48,3.8845,4.9467,2.6403,-.3788
6.485,3.9237,4.9639,2.6481,-.3871
6.49,3.9559,4.9805,2.6154,-.4023
6.495,4.0129,4.9963,2.628,-.4125
6.5,4.0408,5.01,2.6157,-.4141
6.505,4.0613,5.0294,2.6024,-.4191
6.51,4.0973,5.0463,2.6238,-.4277
6.515,4.1375,5.0654,2.6286,-.4352
6.52,4.192,5.0829,2.6173,-.439
6.525,4.2153,5.1018,2.6261,-.448
6.53,4.2487,5.1183,2.641,-.4507
6.535,4.2899,5.1365,2.6196,-.4518
6.54,4.3399,5.1537,2.6186,-.4619
6.545,4.372,5.1738,2.5881,-.4671
6.55,4.384,5.1897,2.6128,-.4611
6.555,4.4187,5.2111,2.641,-.4609
6.56,4.4527,5.2302,2.6442,-.4667
6.565,4.4943,5.2526,2.6251,-.4768
6.57,4.529,5.2707,2.6264,-.4883
6.575,4.5621,5.2938,2.6423,-.4975
6.58,4.6029,5.3132,2.605,-.5061
6.585,4.6581,5.335,2.6316,-.5185
6.59,4.6898,5.3551,2.6098,-.5197
6.595,4.7294,5.3771,2.5933,-.5224
6.6,4.7842,5.3966,2.6468,-.5274
6.605,4.828,5.4209,2.6316,-.5268
6.61,4.8737,5.4436,2.6017,-.5302
6.615,4.9299,5.4663,2.5985,-.5511
6.62,4.9782,5.489,2.5982,-.5635
6.625,5.0126,5.5111,2.5936,-.5768
6.63,5.0612,5.5341,2.6248,-.5814
6.635,5.1024,5.5584,2.6267,-.5907
6.64,5.1472,5.5808,2.5712,-.5995
6.645,5.1942,5.6071,2.6199,-.612
6.65,5.2292,5.6317,2.5939,-.6181
6.655,5.2789,5.658,2.5657,-.627
6.66,5.3288,5.683,2.6329,-.6304
6.665,5.3697,5.7093,2.5745,-.6272
6.67,5.4245,5.7352,2.5972,-.6377
6.675,5.4787,5.7605,2.557,-.6519
6.68,5.5276,5.7874,2.5502,-.6594
6.685,5.5902,5.8147,2.5654,-.6798
6.69,5.646,5.8432,2.6838,-.6808
6.695,5.7086,5.8731,2.6037,-.7052
6.7,5.7738,5.9026,2.6027,-.7178
6.705,5.8325,5.9311,2.5865,-.7076
6.71,5.8831,5.9606,2.6251,-.7133
6.715,5.9567,5.9901,2.5119,-.7313
6.72,6.0158,6.0164,2.6017,-.7403
6.725,6.0667,6.0476,2.6264,-.7625
6.73,6.1186,6.078,2.5521,-.7753
6.735,6.1838,6.1111,2.6325,-.7696
6.74,6.2354,6.1439,2.6076,-.7776
6.745,6.3035,6.175,2.5304,-.7876
6.75,6.3593,6.2058,2.6124,-.7679
6.755,6.4099,6.2383,2.5988,-.7826
6.76,6.4922,6.2723,2.5453,-.7936
6.765,6.5341,6.3035,2.593,-.8158
6.77,6.6197,6.3323,2.5965,-.824
6.775,6.6716,6.369,2.5884,-.8419
6.78,6.7391,6.403,2.6111,-.8571
6.785,6.8185,6.4381,2.555,-.8537
6.79,6.8831,6.4721,2.5129,-.8668
6.795,6.9768,6.5003,2.5605,-.8801
6.8,7.029,6.5422,2.6095,-.9026
6.805,7.1085,6.5788,2.6196,-.9225
6.81,7.187,6.6122,2.616,-.9301
6.815,7.2567,6.6541,2.5823,-.9348
6.82,7.3488,6.692,2.5245,-.9149
6.825,7.3874,6.7271,2.5528,-.922
6.83,7.4873,6.7634,2.5771,-.9453
6.835,7.5545,6.8017,2.5978,-.9524
6.84,7.6485,6.8406,2.6397,-.9578
6.845,7.7056,6.8798,2.6137,-.972
6.85,7.7909,6.9194,2.5881,-1.0007
6.855,7.8548,6.9599,2.6176,-.979
6.86,7.9395,6.9992,2.6238,-1.0026
6.865,8.0008,7.0368,2.5991,-1.0311
6.87,8.1059,7.0777,3.0292,-.9748
6.875,8.1854,7.1147,3.4895,-.8681
6.88,8.2473,7.1487,3.4557,-.8066
6.885,8.3002,7.1799,3.3409,-.7151
6.89,8.354,7.212,3.5151,-.6277
6.895,8.4082,7.2318,3.5838,-.5533
6.9,8.44,7.2528,3.5057,-.4845
6.905,8.4766,7.2713,3.4275,-.3978
6.91,8.5006,7.2853,3.4651,-.3079
6.915,8.5162,7.2953,3.4463,-.2279
6.92,8.5292,7.3034,3.4346,-.1525
6.925,8.5428,7.308,3.4645,-.0785
6.93,8.5519,7.3099,3.4366,-.0251
6.935,8.5587,7.3096,3.3159,.0264
6.94,8.561,7.3038,3.1868,.0771
6.945,8.5597,7.3067,3.1427,.1278
6.95,8.5447,7.3005,2.5142,.0941
6.955,8.5593,7.2963,2.2949,.073
6.96,8.5512,7.2931,2.4675,.0993
6.965,8.5353,7.2892,2.8544,.1168
6.97,8.5126,7.2856,2.579,.0572
6.975,8.5035,7.2843,2.2086,-.0005
6.98,8.4938,7.2837,2.3335,-.0043
6.985,8.4984,7.2859,2.6955,.0128
6.99,8.4938,7.2833,2.9608,.035
6.995,8.4928,7.282,2.966,.0632
7,8.4967,7.2768,2.9776,.09
7.005,8.4841,7.2762,2.906,.0993
7.01,8.4818,7.2759,2.8447,.1244
7.015,8.4792,7.2652,2.9721,.1605
7.02,8.4701,7.2587,3.014,.1911
7.025,8.4565,7.2506,2.9403,.2222
7.03,8.4156,7.2405,2.4561,.1943
7.035,8.3959,7.2285,2.3497,.1796
7.04,8.3676,7.2249,2.3893,.1814
7.045,8.3595,7.2178,2.5395,.1645
7.05,8.3657,7.2129,2.4668,.1278
7.055,8.3479,7.211,2.3027,.0813
7.06,8.3508,7.21,2.3685,.0556
7.065,8.3521,7.2026,2.509,.0441
7.07,8.353,7.2029,2.8787,.0632
7.075,8.3524,7.2016,2.9926,.0853
7.08,8.3475,7.198,2.975,.0913
7.085,8.332,7.1935,2.8028,.0976
7.09,8.3271,7.188,2.9053,.1304
7.095,8.3164,7.1828,3.049,.1655
7.1,8.2911,7.1763,3.0354,.1933
7.105,8.2814,7.1685,2.9478,.2175
7.11,8.2583,7.1588,2.663,.2183
7.115,8.2392,7.15,2.5463,.2108
7.12,8.2278,7.1452,2.5768,.2199
7.125,8.2074,7.1338,2.7016,.2171
7.13,8.1808,7.1267,2.3974,.164
7.135,8.173,7.1202,2.1551,.1104
7.14,8.1591,7.1163,2.3089,.1098
7.145,8.1532,7.1127,2.5054,.0921
7.15,8.1549,7.1108,2.6883,.0771
7.155,8.1552,7.1202,2.7159,.0839
7.16,8.1539,7.104,2.7182,.0768
7.165,8.1513,7.1017,2.5926,.0614
7.17,8.1519,7.0978,2.8174,.0912
7.175,8.136,7.0936,3.0496,.13
7.18,8.1312,7.0839,2.9747,.1423
7.185,8.1172,7.0835,2.8006,.1608
7.19,8.0987,7.0764,2.7256,.1818
7.195,8.0916,7.0689,2.7785,.1995
7.2,8.0803,7.0605,2.7795,.205
7.205,8.0563,7.0543,2.7039,.2008
7.21,8.0439,7.0472,2.387,.1572
7.215,8.0232,7.0423,2.1905,.1103
7.22,8.0121,7.0381,2.2832,.09
7.225,8.0193,7.0326,2.5057,.0774
7.23,8.0057,7.0333,2.7279,.0683
7.235,7.9946,7.031,2.6822,.0572
7.24,7.9959,7.0281,2.6387,.0411
7.245,7.9888,7.0271,2.629,.0263
7.25,7.9787,7.0238,2.8946,.0544
7.255,7.9758,7.0238,3.1083,.0936
7.26,7.9693,7.0203,2.9786,.1019
7.265,7.957,7.0154,2.7749,.1226
7.27,7.9544,7.0086,2.7525,.147
7.275,7.9463,6.9995,2.8777,.1757
7.28,7.9405,6.9966,2.8505,.1904
7.285,7.9327,6.9891,2.8226,.1961
7.29,7.9174,6.9833,2.3961,.154
7.295,7.9116,6.9752,2.185,.1043
7.3,7.9025,6.9587,2.3455,.1082
7.305,7.8915,6.9687,2.5365,.1007
7.31,7.8775,6.9651,2.5537,.0687
7.315,7.8746,6.9648,2.4029,.0376
7.32,7.8805,6.9655,2.4447,.0178
7.325,7.8759,6.9625,2.5336,-.0019
7.33,7.8795,6.9625,2.9371,.0309
7.335,7.8691,6.9616,3.1103,.07
7.34,7.8639,6.9599,2.9653,.0751
7.345,7.8552,6.9561,2.7441,.0789
7.35,7.8419,6.9531,2.7172,.11
7.355,7.8237,6.9467,2.8563,.1368
7.36,7.8166,6.9441,2.858,.1506
7.365,7.7968,6.9359,2.8135,.1618
7.37,7.7806,6.9327,2.4386,.1282
7.375,7.7832,6.9252,2.362,.0925
7.38,7.7883,6.921,2.4704,.0849
7.385,7.7841,6.9197,2.603,.07
7.39,7.7893,6.9168,2.6176,.0505
7.395,7.7864,6.9194,2.5628,.0355
7.4,7.7822,6.9142,2.6423,.0309
7.405,7.7822,6.9136,2.6692,.019
7.41,7.7754,6.9132,2.7675,.0209
7.415,7.7767,6.9113,2.8223,.041
7.42,7.7708,6.9087,2.8408,.0543
7.425,7.7614,6.9084,2.819,.0701
7.43,7.7523,6.9016,2.8284,.087
7.435,7.7442,6.9019,2.8411,.1111
7.44,7.7287,6.8986,2.8262,.1223
7.445,7.7173,6.8915,2.7944,.1325
7.45,7.7089,6.8866,2.4879,.1104
7.455,7.6991,6.8831,2.3903,.084
7.46,7.6927,6.8785,2.4924,.0794
7.465,7.6829,6.8789,2.6319,.0794
7.47,7.7825,6.8737,2.5528,.0577
7.475,7.6839,6.8724,2.4379,.0347
7.48,7.7767,6.8711,2.471,.0251
7.485,7.7017,6.8711,2.5631,.0076
7.49,7.6975,6.8746,2.8275,.0182
7.495,7.6943,6.8695,2.8855,.0347
7.5,7.6907,6.8691,2.8372,.0381
7.505,7.6891,6.8669,2.6822,.0389
7.51,7.679,6.8649,2.6896,.0513
7.515,7.6709,6.8597,2.822,.0756
7.52,7.6593,6.8594,2.7684,.0774
7.525,7.6518,6.8549,2.7532,.0805
7.53,7.6395,6.8536,2.6728,.0745
7.535,7.6323,6.849,2.6076,.0606
7.54,7.6301,6.8348,2.6202,.058
7.545,7.6207,6.8468,2.6715,.062
7.55,7.619,6.8461,2.6601,.0547
7.555,7.6119,6.8425,2.5845,.0452
7.56,7.6177,6.8403,2.6186,.0379
7.565,7.6249,6.8399,2.6374,.0275
7.57,7.6249,6.8383,2.7013,.0225
7.575,7.6216,6.8364,2.7435,.0311
7.58,7.6229,6.838,2.7211,.0337
7.585,7.6067,6.8377,2.6585,.0322
7.59,7.585,6.8335,2.6682,.0376
7.595,7.5989,6.8325,2.7149,.0483
7.6,7.6005,6.8309,2.7221,.0501
7.605,7.5931,6.8292,2.6861,.0499
7.61,7.5963,6.8289,2.6815,.0583
7.615,7.5957,6.8244,2.7402,.0685
7.62,7.596,6.8218,2.7808,.0721
7.625,7.6031,6.8198,2.6887,.0693
7.63,7.5963,6.8163,2.4921,.0518
7.635,7.5859,6.8117,2.4924,.0449
7.64,7.6479,6.8137,2.5995,.0387
7.645,7.5788,6.8127,2.6361,.0292
7.65,7.5623,6.812,2.6698,.0185
7.655,7.5681,6.8107,2.5884,.0115
7.66,7.5632,6.8101,2.6338,.0071
7.665,7.5477,6.8111,2.6679,.0026
7.67,7.5629,6.8114,2.7905,.0139
7.675,7.5632,6.8104,2.82,.023
7.68,7.5587,6.8104,2.7801,.0225
7.685,7.5606,6.8218,2.6854,.0251
7.69,7.5697,6.8075,2.7162,.0356
7.695,7.5649,6.8056,2.8051,.0468
7.7,7.5788,6.8049,2.7616,.0489
7.705,7.5662,6.8026,2.7107,.0522
7.71,7.5574,6.8049,2.6572,.051
7.715,7.5606,6.7987,2.6312,.0481
7.72,7.5587,6.7949,2.641,.0479
7.725,7.5473,6.7945,2.7058,.0468
7.73,7.6226,6.7926,2.5151,.0251
7.735,7.6216,6.7926,2.4597,.0073
7.74,7.5431,6.7923,2.5369,.0099
7.745,7.5457,6.7926,2.6643,.0052
7.75,7.5428,6.7926,2.879,.0207
7.755,7.5227,6.7887,2.8138,.0284
7.76,7.5266,6.7903,2.7279,.0258
7.765,7.5143,6.7887,2.6458,.0266
7.77,7.5023,6.788,2.6202,.0285
7.775,7.5065,6.7871,2.6488,.0329
7.78,7.5,6.7848,2.6624,.0306
7.785,7.4873,6.7845,2.6828,.0319
7.79,7.4925,6.7832,2.651,.0293
7.795,7.4886,6.7832,2.5836,.0157
7.8,7.4854,6.7832,2.6251,.0152
7.805,7.4857,6.7854,2.6857,.011
7.81,7.4857,6.7816,2.7256,.0044
7.815,7.4818,6.7809,2.7227,.0044
7.82,7.4935,6.7812,2.7039,.0065
7.825,7.4968,6.7822,2.6792,.0076
7.83,7.4796,6.7903,2.7551,.0238
7.835,7.4925,6.7799,2.7876,.0311
7.84,7.4929,6.7816,2.7315,.0322
7.845,7.4893,6.7777,2.7542,.0332
7.85,7.4867,6.7767,2.7234,.0343
7.855,7.477,6.7718,2.7,.0332
7.86,7.4689,6.7744,2.6669,.0331
7.865,7.4689,6.7722,2.6776,.0352
7.87,7.4643,6.7722,2.6095,.0295
7.875,7.476,6.7692,2.5823,.0222
7.88,7.4591,6.7699,2.6228,.0201
7.885,7.4744,6.7696,2.6309,.0078
7.89,7.4792,6.767,2.617,.0005
7.895,7.4922,6.7702,2.6666,.0047
7.9,7.4873,6.7686,2.6455,.0057
7.905,7.4835,6.7696,2.6228,.0041
7.91,7.4877,6.7702,2.7279,.0149
7.915,7.4822,6.7692,2.7655,.0214
7.92,7.4711,6.7692,2.7133,.023
7.925,7.4877,6.7686,2.6854,.0216
7.93,7.4812,6.767,2.6559,.0209
7.935,7.4702,6.7657,2.6968,.0245
7.94,7.4643,6.7663,2.6887,.0263
7.945,7.4637,6.7657,2.6737,.0275
7.95,7.4549,6.7683,2.6569,.0225
7.955,7.4676,6.7624,2.6724,.0188
7.96,7.4711,6.7611,2.664,.0167
7.965,7.4504,6.7611,2.6559,.0112
7.97,7.4539,6.7608,2.6604,.0055
7.975,7.4598,6.7585,2.6864,.0084
7.98,7.4436,6.7608,2.6802,.0109
7.985,7.4465,6.7608,2.6734,.0088
7.99,7.4494,6.7598,2.7782,.0195
7.995,7.4384,6.7585,2.7678,.0219
8,7.4426,6.7537,2.7026,.0198
8.005,7.4069,6.7248,2.6647,.0041
8.01,7.4027,6.7248,2.6802,.0052
8.015,7.4037,6.7245,2.6634,.0037
8.02,7.4024,6.7245,2.6851,.0026
8.025,7.3891,6.7225,2.688,.0034
8.03,7.3933,6.7125,2.6682,.0037
8.035,7.3913,6.7248,2.6977,.0065
8.04,7.3878,6.7241,2.6951,.0044
8.045,7.3917,6.7245,2.6825,.0046
8.05,7.3978,6.7225,2.7545,.0195
8.055,7.4004,6.7232,2.784,.0334
8.06,7.3994,6.7209,2.8067,.0541
8.065,7.4024,6.7193,2.9303,.0821
8.07,7.3988,6.7144,2.9909,.104
8.075,7.3884,6.7092,2.9725,.1255
8.08,7.367,6.707,2.8972,.147
8.085,7.3485,6.6988,2.8894,.1749
8.09,7.3372,6.6891,2.8421,.1959
8.095,7.3151,6.6836,2.8083,.2071
8.1,7.295,6.6739,2.8288,.2236
8.105,7.2914,6.668,2.8249,.2362
8.11,7.2603,6.6583,2.809,.2489
8.115,7.248,6.6486,2.8077,.2623
8.12,7.2211,6.6385,2.7843,.2612
8.125,7.1977,6.6249,2.7629,.2782
8.13,7.1617,6.6181,2.807,.2926
8.135,7.1383,6.608,2.8087,.3012
8.14,7.1147,6.5947,2.7178,.307
8.145,7.0959,6.584,2.7555,.323
8.15,7.0959,6.5623,2.846,.3366
8.155,7.0702,6.5555,2.7765,.3423
8.16,7.0423,6.5419,2.8164,.3614
8.165,7.0041,6.526,2.8959,.3698
8.17,6.9878,6.5088,2.8226,.3774
8.175,6.9616,6.4958,2.7633,.3917
8.18,6.9363,6.4799,2.8499,.4119
8.185,6.9025,6.4634,2.8203,.4266
8.19,6.8396,6.4468,2.784,.4427
8.195,6.8075,6.4277,2.8181,.4529
8.2,6.7854,6.4102,2.8301,.4723
8.205,6.7439,6.3914,2.7847,.4862
8.21,6.7008,6.3716,2.8447,.4891
8.215,6.6567,6.3521,2.8116,.5053
8.22,6.6217,6.333,2.8417,.5192
8.225,6.5785,6.3119,2.8119,.5304
8.23,6.5195,6.2905,2.8181,.5408
8.235,6.4767,6.2675,2.8499,.5346
8.24,6.4374,6.2444,2.7684,.5536
8.245,6.3846,6.2178,2.8022,.5908
8.25,6.3271,6.1968,2.8447,.5948
8.255,6.2843,6.1728,2.8281,.6146
8.26,6.2496,6.1471,2.8015,.6311
8.265,6.1916,6.1222,2.819,.6457
8.27,6.1491,6.0926,2.832,.6658
8.275,6.1033,6.0673,2.8398,.6824
8.28,6.0544,6.0404,2.8343,.7027
8.285,6.0125,6.0129,2.8207,.6886
8.29,5.9515,5.9859,2.7931,.7032
8.295,5.8945,5.9584,2.8035,.727
8.3,5.8335,5.9285,2.8018,.7419
8.305,5.7771,5.8984,2.7623,.7467
8.31,5.7102,5.8646,2.7778,.7716
8.315,5.6418,5.8364,2.7652,.7668
8.32,5.5747,5.8014,2.8233,.7771
8.325,5.5098,5.7725,2.8262,.7589
8.33,5.4349,5.7401,2.7704,.783
8.335,5.3723,5.708,2.7214,.8074
8.34,5.3106,5.6794,2.7516,.8218
8.345,5.2451,5.6411,2.772,.8403
8.35,5.1793,5.6077,2.7843,.8623
8.355,5.1271,5.5711,2.7756,.8626
8.36,5.0557,5.537,2.7827,.8785
8.365,4.9934,5.4991,2.7866,.8641
8.37,4.9179,5.4679,2.7435,.879
8.375,4.8514,5.4349,2.7898,.9068
8.38,4.7901,5.3927,2.8177,.9031
8.385,4.7083,5.3544,2.8054,.9227
8.39,4.6535,5.3168,2.7594,.9156
8.395,4.5802,5.2811,2.7477,.8921
8.4,4.4894,5.2416,2.8109,.9122
8.405,4.4362,5.202,2.8164,.9462
8.41,4.3496,5.1634,2.8158,.9939
8.415,4.2808,5.1245,2.8041,.985
8.42,4.178,5.0836,2.8255,1.0299
8.425,4.1132,5.0414,2.8447,1.0462
8.43,4.0107,5.0002,2.7558,1.01
8.435,3.9487,4.9594,2.7853,1.036
8.44,3.8349,4.9185,2.6757,1.0422
8.445,3.7758,4.8747,2.5508,.9907
8.45,3.6708,4.8345,2.4006,.982
8.455,3.6146,4.7959,2.3241,.9365
8.46,3.5323,4.7596,2.1519,.8087
8.465,3.4651,4.7258,1.9213,.7716
8.47,3.4171,4.695,2.0267,.7459
8.475,3.3536,4.6649,2.1412,.7077
8.48,3.3091,4.637,2.2453,.6886
8.485,3.2562,4.6016,2.4691,.6739
8.49,3.2001,4.5835,2.5631,.6159
8.495,3.1651,4.5617,2.3659,.6012
8.5,3.12,4.5332,2.3727,.6088
8.505,3.0646,4.5102,2.7367,.6154
8.51,3.025,4.4852,2.9053,.6164
8.515,2.9848,4.4605,2.7065,.6107
8.52,2.929,4.4356,2.593,.6149
8.525,2.8719,4.4109,2.8122,.6486
8.53,2.7769,4.3863,2.6335,.6292
8.535,2.7626,4.3603,2.4642,.573
8.54,2.8609,4.3373,2.5093,.5596
8.545,2.7094,4.3117,2.3669,.5155
8.55,2.6595,4.2941,2.1571,.4666
8.555,2.6264,4.274,2.231,.4524
8.56,2.5664,4.2607,2.3594,.4072
8.565,2.569,4.2406,2.4691,.368
8.57,2.5028,4.2264,2.4879,.3423
8.575,2.4856,4.2127,2.4606,.3259
8.58,2.4571,4.1913,2.519,.3139
8.585,2.4321,4.1868,2.6432,.3232
8.59,2.4143,4.1751,2.7032,.3225
8.595,2.3753,4.1612,2.7331,.3318
8.6,2.362,4.1472,2.7373,.3502
8.605,2.3429,4.1316,2.831,.3627
8.61,2.3063,4.1174,2.7626,.3569
8.615,2.2868,4.1057,2.6614,.3402
8.62,2.267,4.0908,2.5768,.3284
8.625,2.2427,4.0814,2.5142,.3139
8.63,2.2245,4.0655,2.3637,.2984
8.635,2.2051,4.0545,2.3387,.2693
8.64,2.183,4.0473,2.4026,.2388
8.645,2.1587,4.0373,2.3007,.1938
8.65,2.1379,4.0266,2.3059,.1529
8.655,2.1211,4.0236,2.4032,.1308
8.66,2.1042,4.0204,2.4182,.1083
8.665,2.1022,4.0162,2.4509,.0795
8.67,2.0912,4.0139,2.5038,.07
8.675,2.0945,4.0035,2.6241,.0847
8.68,2.0838,4.0039,2.7243,.0993
8.685,2.0782,4.0029,2.9128,.118
8.69,2.0747,3.9977,2.8966,.118
8.695,2.0669,3.9935,2.7263,.09
8.7,2.063,3.9899,2.6449,.0815
8.705,2.0649,3.988,2.5119,.0714
8.71,2.0578,3.9837,2.4104,.0586
8.715,2.05,3.9825,2.41,.0379
8.72,2.0354,3.9799,2.4976,.0089
8.725,2.0426,3.9815,2.497,-.0184
8.73,2.0526,3.9831,2.4885,-.0426
8.735,1.9793,3.9847,2.5489,-.0437
8.74,2.0075,3.9863,2.6779,-.0414
8.745,2.0711,3.9915,2.8479,-.0207
8.75,2.0802,3.9896,2.8644,-.0043
8.755,2.0766,3.9899,2.8044,.0101
8.76,2.0786,3.9893,2.7032,.0183
8.765,2.0698,3.9876,2.7762,.0279
8.77,2.063,3.9818,2.7697,.0284
8.775,2.0445,3.9863,2.6306,.0063
8.78,2.0426,3.9873,2.5959,-.0084
8.785,2.0724,3.9873,2.5683,-.0055
8.79,2.0643,3.988,2.5803,-.0045
8.795,2.0581,3.9854,2.5774,.0005
8.8,2.0549,3.9847,2.6711,.0003
8.805,2.0507,3.9873,2.7302,.0008
8.81,2.0494,3.988,2.7834,.0015
8.815,2.0562,3.9889,2.7487,-.0006
8.82,2.0552,3.9883,2.6692,-.0006
8.825,2.0542,3.9883,2.6465,.0025
8.83,2.0516,3.9867,2.6536,.0016
8.835,2.0559,3.9876,2.6089,-.0009
8.84,2.0533,3.987,2.6384,.0012
8.845,2.0594,3.9883,2.7127,-.0005
8.85,2.0614,3.9893,2.7127,-.0029
8.855,2.0695,3.9896,2.7263,-.0076
8.86,2.0721,3.9902,2.7188,-.006
8.865,2.0763,3.9831,2.6799,-.0018
8.87,2.0854,3.9899,2.7029,.0033
8.875,2.0841,3.9896,2.6403,.0042
8.88,2.0831,3.9902,2.653,.002
8.885,2.0769,3.9886,2.7431,.002
8.89,2.0572,3.9896,2.7298,.0049
8.895,2.0516,3.9899,2.7269,-.0011
8.9,2.0487,3.9893,2.6679,-.0021
8.905,2.0542,3.9902,2.653,-.0024
8.91,2.0504,3.9938,2.6407,.0003
8.915,2.0546,3.9902,2.6419,.002
8.92,2.062,3.9915,2.6994,.0013
8.925,2.0598,3.9902,2.6702,-.0008
8.93,2.0633,3.9906,2.6471,-.0084
8.935,2.0653,4.0077,2.6449,-.009
8.94,2.0679,3.9922,2.7042,-.0058
8.945,2.0737,3.9928,2.6906,-.0022
8.95,2.0611,3.9919,2.6737,.001
8.955,2.0773,3.9912,2.6643,.0028
8.96,2.0831,3.9919,2.6348,.0023
8.965,2.0815,3.9928,2.7146,.0016
8.97,2.0854,3.9928,2.7081,.0012
8.975,2.0792,3.9951,2.7198,-.0024
8.98,2.0744,3.9922,2.6429,-.0074
8.985,2.0688,3.9935,2.617,-.0071
8.99,2.0585,3.9938,2.6342,-.0035
8.995,2.0656,3.9938,2.6977,-.0005
9,2.0617,3.9951,2.6676,-.0013
9.005,2.0614,4.0032,2.713,.0016
9.01,2.0662,3.9941,2.7175,-.0013
9.015,2.0711,3.9951,2.7214,-.0079
9.02,2.0666,3.9951,2.6562,-.0111
9.025,2.0731,3.9941,2.6368,-.0124
9.03,2.076,3.9967,2.6134,-.0124
9.035,2.074,3.9964,2.6744,-.0056
9.04,2.0831,3.9993,2.676,-.0027
9.045,2.0893,3.9974,2.7464,.0018
9.05,2.0877,3.9941,2.7765,.0007
9.055,2.099,3.9977,2.7279,-.006
9.06,2.0951,3.9983,2.6442,-.0097
9.065,2.0954,3.9987,2.6562,-.0076
9.07,2.0896,4.0003,2.6355,-.0019
9.075,2.0776,4.0087,2.6601,.0047
9.08,2.0653,3.999,2.6497,.0031
9.085,2.0708,3.999,2.7045,.0033
9.09,2.0598,3.9987,2.7902,.0029
9.095,2.0649,3.9964,2.7159,-.0001
9.1,2.0744,3.9993,2.7013,-.0014
9.105,2.0795,3.999,2.6105,-.0042
9.11,2.0763,4,2.5813,-.0031
9.115,2.0818,4.0003,2.6283,.0026
9.12,2.0873,3.9967,2.6368,-.0024
9.125,2.0795,4.0003,2.6838,-.0069
9.13,2.088,4.0006,2.6789,-.0126
9.135,2.0987,4.0013,2.7026,-.0157
9.14,2.0938,4.0026,2.6708,-.0167
9.145,2.1074,3.9932,2.6543,-.0128
9.15,2.1068,4.0016,2.6436,-.0092
9.155,2.1045,4.0032,2.7334,-.0006
9.16,2.1087,4.0032,2.6887,.0003
9.165,2.0928,4.0055,2.7292,.0005
9.17,2.0841,4.0035,2.749,-.0001
9.175,2.0818,4.0039,2.7331,.0016
