Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
6.16,2.3594,4.1505,2.352,-.2169
6.165,2.3783,4.1647,2.4383,-.2346
6.17,2.4081,4.1696,2.5544,-.2453
6.175,2.4156,4.1816,2.5806,-.2703
6.18,2.4629,4.1949,2.4944,-.298
6.185,2.4736,4.2069,2.494,-.3171
6.19,2.5038,4.2195,2.5236,-.3265
6.195,2.5265,4.2325,2.8868,-.2937
6.2,2.5576,4.2448,2.8833,-.2872
6.205,2.5891,4.2565,2.7548,-.2797
6.21,2.6059,4.2646,2.7036,-.2734
6.215,2.6368,4.2779,2.6536,-.2783
6.22,2.6536,4.2906,2.7276,-.271
6.225,2.6731,4.3026,2.7788,-.2718
6.23,2.687,4.3172,2.7185,-.2729
6.235,2.711,4.3259,2.6332,-.275
6.24,2.7136,4.3376,2.5339,-.2818
6.245,2.7328,4.3493,2.6212,-.2805
6.25,2.7506,4.3603,2.7065,-.2865
6.255,2.7775,4.3794,2.7357,-.2857
6.26,2.8015,4.3856,2.7058,-.2984
6.265,2.8388,4.3979,2.6254,-.3011
6.27,2.8596,4.4106,2.6452,-.2882
6.275,2.8829,4.4203,2.6082,-.2956
6.28,2.9092,4.4333,2.6069,-.2924
6.285,2.9381,4.4459,2.6562,-.2917
6.29,2.9702,4.4573,2.6666,-.3084
6.295,2.9909,4.4712,2.6679,-.3162
6.3,3.0289,4.4761,2.6604,-.3231
6.305,3.0532,4.4962,2.6514,-.3285
6.31,3.0785,4.5079,2.6381,-.3264
6.315,3.0856,4.5225,2.6267,-.3233
6.32,3.1028,4.5368,2.6429,-.3176
6.325,3.1239,4.5475,2.6815,-.3213
6.33,3.1466,4.5611,2.6815,-.3259
6.335,3.1771,4.5744,2.6572,-.3319
6.34,3.1953,4.587,2.6439,-.3413
6.345,3.2212,4.599,2.6377,-.3439
6.35,3.252,4.6159,2.5797,-.3453
6.355,3.2874,4.6305,2.6828,-.3388
6.36,3.3137,4.6444,2.6932,-.3382
6.365,3.3545,4.6577,2.6439,-.3372
6.37,3.3792,4.6723,2.6377,-.3396
6.375,3.4022,4.6853,2.6685,-.3451
6.38,3.4408,4.7025,2.6779,-.3443
6.385,3.4596,4.7161,2.6572,-.349
6.39,3.4992,4.7304,2.6835,-.3463
6.395,3.542,4.7453,2.6812,-.3439
6.4,3.5472,4.7593,2.6267,-.3552
6.405,3.5722,4.7742,2.6299,-.3589
6.41,3.5903,4.7875,2.6543,-.3623
6.415,3.6153,4.8043,2.6507,-.3725
6.42,3.6636,4.8199,2.6932,-.378
6.425,3.6805,4.8352,2.6543,-.3722
6.43,3.7025,4.8504,2.6371,-.3832
6.435,3.7321,4.8653,2.6656,-.3783
6.44,3.7548,4.8819,2.6676,-.3748
6.445,3.7969,4.8965,2.6397,-.3861
6.45,3.8417,4.912,2.6497,-.3848
6.455,3.8576,4.9321,2.6293,-.3832
6.46,3.9004,4.9441,2.6102,-.3931
6.465,3.9293,4.961,2.6549,-.3971
6.47,3.9682,4.9785,2.6617,-.4021
6.475,4.022,4.9921,2.6559,-.4099
6.48,4.057,5.0113,2.6394,-.4183
6.485,4.0703,5.0275,2.5865,-.424
6.49,4.1096,5.0456,2.6225,-.4269
6.495,4.1307,5.0612,2.6368,-.4337
6.5,4.1787,5.0901,2.6582,-.4356
6.505,4.1929,5.0998,2.6309,-.4436
6.51,4.2186,5.116,2.6137,-.4467
6.515,4.2572,5.1352,2.6179,-.4536
6.52,4.3107,5.1494,2.5875,-.4582
6.525,4.337,5.1715,2.5576,-.463
6.53,4.371,5.1893,2.6111,-.4609
6.535,4.4177,5.2059,2.6802,-.4586
6.54,4.4489,5.2286,2.6419,-.47
6.545,4.5043,5.248,2.6345,-.4828
6.55,4.5345,5.2691,2.6131,-.4855
6.555,4.5783,5.2909,2.5845,-.4998
6.56,4.6247,5.311,2.6222,-.5079
6.565,4.673,5.3301,2.6322,-.5122
6.57,4.7106,5.3567,2.5826,-.5307
6.575,4.7453,5.3752,2.6222,-.5318
6.58,4.782,5.3969,2.6397,-.5297
6.585,4.8238,5.4209,2.6212,-.5325
6.59,4.865,5.4426,2.6312,-.5368
6.595,4.9042,5.466,2.6004,-.5493
6.6,4.9519,5.4887,2.557,-.5749
6.605,4.9886,5.5101,2.604,-.5878
6.61,5.0372,5.5481,2.617,-.5861
6.615,5.0862,5.5588,2.6374,-.5985
6.62,5.1378,5.5821,2.6235,-.6026
6.625,5.1825,5.6087,2.5541,-.6113
6.63,5.2367,5.6327,2.5466,-.6272
6.635,5.286,5.6613,2.5985,-.6267
6.64,5.3431,5.6843,2.5829,-.6262
6.645,5.4028,5.7106,2.6053,-.6327
6.65,5.4553,5.7368,2.5657,-.6421
6.655,5.5049,5.754,2.5135,-.6576
6.66,5.5607,5.7907,2.5686,-.6715
6.665,5.611,5.8173,2.5849,-.6835
6.67,5.6635,5.8465,2.5936,-.6966
6.675,5.7161,5.876,2.5914,-.7217
6.68,5.7767,5.9074,2.5732,-.7288
6.685,5.8169,5.9379,2.5852,-.7144
6.69,5.8724,5.9671,2.6131,-.7233
6.695,5.9331,5.9953,2.6072,-.7394
6.7,5.9989,6.0226,2.5943,-.763
6.705,6.0518,6.0547,2.5622,-.7811
6.71,6.1222,6.0868,2.5469,-.7865
6.715,6.1805,6.1186,2.591,-.7957
6.72,6.249,6.1569,2.6173,-.7923
6.725,6.3181,6.1835,2.615,-.7873
6.73,6.3868,6.2152,2.6231,-.7878
6.735,6.4442,6.2499,2.5583,-.8017
6.74,6.525,6.2798,2.5969,-.8045
6.745,6.5886,6.3151,2.6046,-.8323
6.75,6.669,6.3486,2.5469,-.8389
6.755,6.7232,6.3803,2.5852,-.8605
6.76,6.7874,6.4163,2.6118,-.8699
6.765,6.839,6.4468,2.5907,-.8446
6.77,6.9145,6.4851,2.6183,-.8793
6.775,7.0005,6.5195,2.5301,-.9082
6.78,7.0485,6.5561,2.5453,-.9188
6.785,7.1341,6.5931,2.5651,-.9371
6.79,7.186,6.6311,2.629,-.9235
6.795,7.2733,6.6661,2.64,-.9293
6.8,7.3323,6.7047,2.6209,-.9157
6.805,7.416,6.741,2.5829,-.9311
6.81,7.501,6.7715,2.6316,-.9448
6.815,7.5778,6.8179,2.6267,-.9534
6.82,7.6787,6.8549,2.6238,-.9641
6.825,7.7462,6.8967,2.5972,-.9748
6.83,7.824,6.9337,2.5917,-.9689
6.835,7.8996,6.9752,2.7694,-.9602
6.84,7.98,7.0125,3.0409,-.9288
6.845,8.0313,7.0472,3.2498,-.865
6.85,8.0958,7.077,3.4165,-.7739
6.855,8.1591,7.1088,3.5034,-.695
6.86,8.2009,7.1348,3.5598,-.6069
6.865,8.2557,7.1572,3.5394,-.53
6.87,8.284,7.1773,3.4982,-.4444
6.875,8.3122,7.2029,3.4217,-.3617
6.88,8.3423,7.2078,3.3857,-.2708
6.885,8.3689,7.2146,3.411,-.1975
6.89,8.3826,7.2253,3.4074,-.1267
6.895,8.3985,7.2301,3.3286,-.0714
6.9,8.4134,7.2308,3.3542,-.0162
6.905,8.4202,7.2305,3.2984,.0381
6.91,8.4066,7.2285,3.2235,.0816
6.915,8.3965,7.2236,2.472,.0552
6.92,8.3991,7.2236,2.4603,.0394
6.925,8.3894,7.2214,2.8599,.0706
6.93,8.3884,7.2201,2.7963,.0403
6.935,8.3865,7.2188,2.2304,-.0179
6.94,8.3751,7.2165,2.3079,-.0128
6.945,8.3819,7.2191,2.7843,.0008
6.95,8.378,7.223,2.867,-.0026
6.955,8.3732,7.2207,2.9235,.0109
6.96,8.367,7.2175,2.8995,.0429
6.965,8.3608,7.2172,2.8816,.0671
6.97,8.3537,7.2133,2.8249,.1017
6.975,8.3449,7.2094,2.628,.1057
6.98,8.3427,7.2052,2.7409,.1156
6.985,8.3436,7.2107,2.8693,.1312
6.99,8.3336,7.1964,2.7613,.1213
6.995,8.439,7.1902,2.5657,.1135
7,8.3355,7.1867,2.5703,.1247
7.005,8.4208,7.1802,2.6945,.1266
7.01,8.3031,7.1773,2.6841,.115
7.015,8.2827,7.1708,2.5369,.0993
7.02,8.3981,7.1679,2.5939,.0955
7.025,8.3715,7.1636,2.7062,.0981
7.03,8.2486,7.161,2.7117,.0886
7.035,8.2392,7.1578,2.7097,.0844
7.04,8.2454,7.1549,2.7016,.0923
7.045,8.2437,7.1513,2.7295,.1041
7.05,8.2405,7.1419,2.7973,.1145
7.055,8.236,7.1426,2.8453,.1223
7.06,8.2304,7.1387,2.8074,.1229
7.065,8.2288,7.1328,2.7633,.1325
7.07,8.2107,7.1241,2.8132,.1567
7.075,8.2006,7.1215,2.6818,.1548
7.08,8.1802,7.1137,2.6968,.1457
7.085,8.1688,7.1101,2.7315,.1511
7.09,8.1519,7.1059,2.7295,.148
7.095,8.1474,7.0894,2.5456,.1197
7.1,8.2405,7.0949,2.5064,.1168
7.105,8.1435,7.091,2.6228,.1185
7.11,8.124,7.0868,2.6523,.1103
7.115,8.1205,7.08,2.6539,.1074
7.12,8.1039,7.0783,2.6497,.1062
7.125,8.1026,7.0738,2.6436,.1075
7.13,8.0945,7.0693,2.6364,.1077
7.135,8.0884,7.0667,2.7736,.1185
7.14,8.0809,7.0615,2.735,.1247
7.145,8.0647,7.0573,2.6604,.1265
7.15,8.041,7.0517,2.6763,.1414
7.155,8.1007,7.0466,2.6351,.1352
7.16,8.1322,7.0423,2.6552,.12
7.165,8.112,7.0375,2.6277,.11
7.17,8.0585,7.0336,2.5661,.0931
7.175,7.9894,7.031,2.5725,.08
7.18,7.982,7.0294,2.5995,.0823
7.185,7.9823,7.0245,2.6358,.0805
7.19,7.9716,7.0209,2.6857,.0769
7.195,7.9625,7.0187,2.7937,.08
7.2,7.9651,7.0154,2.7671,.0774
7.205,7.9667,7.0073,2.7182,.0802
7.21,7.9671,7.0096,2.7869,.0967
7.215,7.9531,7.0093,2.7665,.1088
7.22,7.957,7.0008,2.7451,.1064
7.225,7.9586,6.9976,2.7584,.1134
7.23,7.9379,6.9924,2.7649,.1171
7.235,7.9359,6.9882,2.7357,.1142
7.24,7.9236,6.984,2.6312,.1074
7.245,7.9064,6.9807,2.6614,.119
7.25,7.9028,6.9755,2.7405,.127
7.255,7.8714,6.9697,2.6027,.1156
7.26,7.8623,6.9674,2.5787,.1022
7.265,7.8539,6.9612,2.5884,.091
7.27,7.8464,6.9587,2.5414,.0727
7.275,7.8334,6.9548,2.5819,.0658
7.28,7.824,6.9531,2.5385,.0708
7.285,7.8393,6.9512,2.5343,.063
7.29,7.8321,6.9505,2.6046,.062
7.295,7.8211,6.9463,2.8278,.08
7.3,7.8341,6.9437,2.8242,.0768
7.305,7.8269,6.9411,2.6481,.0661
7.31,7.814,6.9382,2.6131,.0756
7.315,7.8175,6.9304,2.6377,.081
7.32,7.812,6.9317,2.6874,.079
7.325,7.7987,6.9291,2.7422,.0852
7.33,7.7896,6.9252,2.7195,.0764
7.335,7.7848,6.9252,2.6403,.0635
7.34,7.7799,6.9188,2.5823,.0583
7.345,7.7718,6.9178,2.64,.0617
7.35,7.7601,6.9165,2.7152,.0625
7.355,7.7718,6.9145,2.7276,.0562
7.36,7.7514,6.9116,2.6598,.0538
7.365,7.7559,6.9094,2.6919,.0633
7.37,7.751,6.9077,2.7999,.0721
7.375,7.7429,6.9045,2.7649,.0658
7.38,7.7517,6.9042,2.7003,.0646
7.385,7.7549,6.8999,2.6968,.0687
7.39,7.7527,6.8964,2.7253,.0716
7.395,7.7394,6.8931,2.7045,.0785
7.4,7.7442,6.8931,2.7049,.0844
7.405,7.7342,6.8883,2.6929,.0857
7.41,7.7303,6.8847,2.653,.0819
7.415,7.7196,6.8821,2.593,.0742
7.42,7.7206,6.8789,2.6332,.0627
7.425,7.7043,6.8834,2.5722,.0525
7.43,7.694,6.8753,2.5093,.0389
7.435,7.6849,6.874,2.5936,.0407
7.44,7.6771,6.8721,2.6043,.042
7.445,7.6696,6.8727,2.6014,.0342
7.45,7.6716,6.8695,2.6325,.028
7.455,7.6628,6.8682,2.7519,.0376
7.46,7.6596,6.8665,2.7727,.0441
7.465,7.6664,6.8649,2.6925,.0476
7.47,7.6635,6.8617,2.7285,.0603
7.475,7.67,6.861,2.7717,.0735
7.48,7.646,6.861,2.7594,.0671
7.485,7.6388,6.8558,2.7156,.0653
7.49,7.6343,6.8584,2.6955,.0624
7.495,7.6472,6.8513,2.5936,.0496
7.5,7.646,6.8506,2.6034,.0436
7.505,7.6447,6.8484,2.6981,.0447
7.51,7.6469,6.8451,2.6228,.0329
7.515,7.6482,6.8451,2.6585,.0266
7.52,7.6359,6.8445,2.6598,.0335
7.525,7.6365,6.8419,2.7208,.0405
7.53,7.6301,6.8409,2.7756,.0492
7.535,7.6148,6.8425,2.7328,.0428
7.54,7.6168,6.8383,2.6783,.0397
7.545,7.6122,6.8348,2.6345,.0402
7.55,7.5885,6.8351,2.6543,.0418
7.555,7.5996,6.8322,2.7217,.0512
7.56,7.5983,6.8315,2.7084,.0528
7.565,7.5869,6.8302,2.6559,.0512
7.57,7.5911,6.8276,2.6825,.0539
7.575,7.5911,6.8247,2.6935,.059
7.58,7.5889,6.8309,2.7182,.0546
7.585,7.5957,6.8224,2.6076,.0439
7.59,7.6012,6.8189,2.5372,.0399
7.595,7.6015,6.8185,2.6355,.047
7.6,7.5918,6.8101,2.639,.0389
7.605,7.5921,6.8159,2.5956,.0275
7.61,7.5821,6.814,2.6205,.0204
7.615,7.5879,6.814,2.7094,.0193
7.62,7.5846,6.8133,2.6591,.0173
7.625,7.5762,6.813,2.6244,.0136
7.63,7.5636,6.8117,2.6737,.0195
7.635,7.5626,6.812,2.7405,.0266
7.64,7.5629,6.8114,2.6997,.0271
7.645,7.5574,6.8056,2.7234,.0253
7.65,7.5535,6.8085,2.7376,.03
7.655,7.5512,6.8085,2.7422,.0293
7.66,7.561,6.8072,2.7007,.0233
7.665,7.5555,6.8043,2.6523,.0237
7.67,7.5597,6.8056,2.6828,.0274
7.675,7.5688,6.8043,2.7208,.0292
7.68,7.56,6.803,2.7117,.0322
7.685,7.5639,6.803,2.712,.0327
7.69,7.56,6.7958,2.6659,.0314
7.695,7.5587,6.7997,2.6608,.0345
7.7,7.5538,6.7971,2.7315,.0371
7.705,7.5493,6.7971,2.7094,.0321
7.71,7.5396,6.7936,2.6004,.0287
7.715,7.5399,6.7952,2.5722,.0271
7.72,7.5366,6.7929,2.6559,.0264
7.725,7.5266,6.7932,2.6711,.0216
7.73,7.5266,6.7936,2.6251,.0136
7.735,7.5237,6.7923,2.6676,.0144
7.74,7.5217,6.7916,2.6838,.0136
7.745,7.5097,6.791,2.6514,.0162
7.75,7.5136,6.7906,2.6627,.0225
7.755,7.5185,6.7867,2.6964,.0245
7.76,7.5204,6.7897,2.69,.0217
7.765,7.5259,6.7887,2.6546,.0188
7.77,7.5165,6.7877,2.6802,.0185
7.775,7.5169,6.789,2.7049,.0206
7.78,7.524,6.7861,2.702,.0203
7.785,7.4812,6.7854,2.6721,.0201
7.79,7.5032,6.7851,2.6549,.0209
7.795,7.5165,6.7829,2.653,.0125
7.8,7.5013,6.7806,2.6251,.0109
7.805,7.5042,6.7829,2.6997,.0086
7.81,7.5003,6.7825,2.6942,.0029
7.815,7.499,6.7829,2.7357,.0052
7.82,7.4955,6.7861,2.6861,.0167
7.825,7.4835,6.7819,2.6932,.0198
7.83,7.4886,6.7806,2.7198,.0288
7.835,7.4695,6.7806,2.7169,.0313
7.84,7.4948,6.7793,2.6971,.0237
7.845,7.5003,6.7777,2.6783,.0225
7.85,7.4912,6.779,2.6416,.0217
7.855,7.4792,6.7773,2.6536,.0225
7.86,7.5071,6.7751,2.6293,.0222
7.865,7.4715,6.7806,2.6679,.0224
7.87,7.4744,6.7751,2.6637,.0173
7.875,7.4763,6.7751,2.603,.0078
7.88,7.4783,6.7754,2.628,.0049
7.885,7.4802,6.7744,2.6721,.005
7.89,7.4893,6.7751,2.6961,.0055
7.895,7.4945,6.7744,2.664,.0071
7.9,7.5039,6.7747,2.6377,.0091
7.905,7.4763,6.7738,2.6517,.0065
7.91,7.4779,6.7861,2.7068,.0144
7.915,7.4708,6.7738,2.7765,.0198
7.92,7.4708,6.7715,2.759,.0227
7.925,7.4727,6.7728,2.7058,.0251
7.93,7.4776,6.7722,2.6624,.0272
7.935,7.4812,6.7702,2.6124,.0235
7.94,7.4857,6.7699,2.6523,.0188
7.945,7.4899,6.7692,2.723,.0084
7.95,7.4903,6.7679,2.6591,-.0001
7.955,7.4951,6.7705,2.6754,.0044
7.96,7.4935,6.7686,2.6309,.0114
7.965,7.4922,6.7686,2.6533,.0118
7.97,7.4805,6.7676,2.7344,.0201
7.975,7.4734,6.7679,2.7409,.0182
7.98,7.488,6.7666,2.6773,.0125
7.985,7.4786,6.7666,2.6468,.0105
7.99,7.4831,6.7631,2.6864,.0123
7.995,7.4598,6.764,2.6796,.0151
8,7.4507,6.7653,2.6439,.0188
8.005,7.4215,6.7381,2.6925,.0031
8.01,7.4215,6.7361,2.6731,.0036
8.015,7.4345,6.7349,2.6831,.0026
8.02,7.4345,6.7352,2.6666,.0036
8.025,7.4332,6.7361,2.6896,.0005
8.03,7.4345,6.7384,2.6669,.0031
8.035,7.4406,6.7355,2.6922,.0063
8.04,7.4209,6.7339,2.6799,.0073
8.045,7.4309,6.7349,2.7049,.0107
8.05,7.4296,6.7326,2.8012,.0195
8.055,7.4205,6.7352,2.8378,.0284
8.06,7.414,6.7352,2.8113,.0471
8.065,7.4264,6.73,2.8398,.0703
8.07,7.3939,6.7264,2.9699,.0973
8.075,7.3878,6.7225,2.9319,.1122
8.08,7.3761,6.7183,2.822,.1266
8.085,7.3703,6.7125,2.8687,.152
8.09,7.3466,6.707,2.8862,.1737
8.095,7.3394,6.6966,2.8787,.1935
8.1,7.332,6.6914,2.8829,.2175
8.105,7.3106,6.6843,2.8871,.2353
8.11,7.3008,6.6748,2.906,.2553
8.115,7.2885,6.6638,2.8531,.2736
8.12,7.2681,6.6502,2.8739,.2934
8.125,7.2438,6.6401,2.8784,.3109
8.13,7.2126,6.6298,2.8135,.3303
8.135,7.1769,6.6155,2.8262,.3478
8.14,7.1361,6.6022,2.7866,.3475
8.145,7.1127,6.5899,2.6361,.3392
8.15,7.1014,6.5756,2.6124,.3387
8.155,7.065,6.5613,2.7016,.3486
8.16,7.0391,6.5471,2.8184,.3683
8.165,7.0015,6.5321,2.9099,.3794
8.17,6.9648,6.5192,2.8674,.3915
8.175,6.9437,6.5023,2.8395,.3973
8.18,6.9259,6.4861,2.7811,.4147
8.185,6.8983,6.4673,2.7957,.4355
8.19,6.8549,6.451,2.8489,.4511
8.195,6.8195,6.4329,2.7701,.4699
8.2,6.7971,6.4141,2.8087,.4841
8.205,6.7592,6.3936,2.8203,.4982
8.21,6.7076,6.3735,2.7918,.5039
8.215,6.6648,6.3537,2.8038,.5126
8.22,6.6285,6.334,2.8177,.5184
8.225,6.5837,6.3093,2.8388,.5393
8.23,6.5253,6.2902,2.833,.5482
8.235,6.4679,6.2684,2.8087,.5447
8.24,6.4416,6.2441,2.8233,.5681
8.245,6.3855,6.2182,2.8233,.6012
8.25,6.3245,6.1948,2.831,.6115
8.255,6.2772,6.1715,2.7937,.6238
8.26,6.2422,6.1462,2.8041,.6374
8.265,6.1851,6.1186,2.8025,.6598
8.27,6.1387,6.0907,2.8028,.6706
8.275,6.0995,6.0651,2.8236,.7007
8.28,6.0433,6.0369,2.8395,.6993
8.285,5.9911,6.009,2.8113,.6899
8.29,5.9464,5.9833,2.8151,.7134
8.295,5.8851,5.9541,2.8667,.7302
8.3,5.8163,5.9227,2.8096,.7425
8.305,5.753,5.8932,2.7743,.7542
8.31,5.6924,5.8611,2.7759,.7712
8.315,5.621,5.8293,2.7626,.7665
8.32,5.5581,5.7975,2.7431,.7749
8.325,5.4916,5.7667,2.7879,.7509
8.33,5.4277,5.7352,2.783,.7794
8.335,5.368,5.6995,2.7392,.799
8.34,5.3045,5.672,2.7607,.8064
8.345,5.238,5.6399,2.7769,.8335
8.35,5.1819,5.6035,2.7778,.8453
8.355,5.1157,5.5685,2.7571,.8549
8.36,5.0573,5.5351,2.7675,.8733
8.365,4.9873,5.5014,2.8207,.8513
8.37,4.9295,5.4644,2.8002,.8696
8.375,4.8549,5.4303,2.7733,.896
8.38,4.7852,5.3989,2.7863,.8859
8.385,4.7168,5.3567,2.7895,.9122
8.39,4.6545,5.3194,2.7723,.9104
8.395,4.5741,5.2818,2.7652,.88
8.4,4.4839,5.2435,2.7626,.9038
8.405,4.4229,5.2039,2.8492,.9345
8.41,4.3201,5.1708,2.8174,.9638
8.415,4.262,5.1284,2.7931,.9764
8.42,4.1644,5.0862,2.8087,.996
8.425,4.1012,5.0463,2.8434,1.0169
8.43,3.9967,5.0071,2.8327,1.015
8.435,3.95,4.9639,2.8268,1.0109
8.44,3.8495,4.9227,2.6374,1.0087
8.445,3.794,4.8906,2.4801,.9692
8.45,3.6792,4.8446,2.2527,.9324
8.455,3.6305,4.8069,2.2544,.912
8.46,3.5566,4.77,2.2404,.8314
8.465,3.4882,4.7385,2.2466,.7891
8.47,3.4473,4.7051,2.2005,.7441
8.475,3.3296,4.6759,2.0572,.685
8.48,3.3075,4.647,2.1392,.6612
8.485,3.2614,4.6198,2.3786,.6696
8.49,3.2121,4.5935,2.6264,.6445
8.495,3.1589,4.5692,2.5401,.5902
8.5,3.1336,4.5442,2.4924,.5974
8.505,3.0782,4.5202,2.7078,.6562
8.51,3.0227,4.4988,3.0363,.6607
8.515,2.9854,4.4686,2.8709,.6377
8.52,2.9462,4.4437,2.5262,.6052
8.525,2.8949,4.4203,2.386,.5822
8.53,2.855,4.395,2.3238,.5589
8.535,2.8177,4.3733,2.2696,.5542
8.54,2.7681,4.3506,2.5148,.544
8.545,2.7285,4.3282,2.7032,.5354
8.55,2.6173,4.3084,2.5926,.4993
8.555,2.6601,4.2812,2.3578,.4305
8.56,2.6179,4.2698,2.2683,.4087
8.565,2.5372,4.253,2.3854,.3703
8.57,2.4694,4.2393,2.3886,.3478
8.575,2.5109,4.2264,2.4435,.3347
8.58,2.4759,4.2108,2.665,.3458
8.585,2.4542,4.1955,2.8414,.3714
8.59,2.4156,4.1826,2.8473,.3693
8.595,2.389,4.167,2.7873,.352
8.6,2.3663,4.1544,2.5936,.3254
8.605,2.3452,4.1411,2.4366,.3071
8.61,2.3225,4.1287,2.4311,.3034
8.615,2.3037,4.1145,2.5495,.3089
8.62,2.2813,4.1177,2.6854,.3224
8.625,2.2511,4.0908,2.651,.3089
8.63,2.2424,4.0778,2.5521,.2798
8.635,2.2313,4.0694,2.4655,.2455
8.64,2.2138,4.0609,2.3273,.2095
8.645,2.1976,4.0522,2.3247,.1747
8.65,2.184,4.046,2.3199,.1525
8.655,2.1704,4.0399,2.446,.1469
8.66,2.1519,4.0356,2.6335,.1567
8.665,2.1334,4.0282,2.6465,.1491
8.67,2.1227,4.023,2.6663,.1321
8.675,2.1022,4.0181,2.6514,.1091
8.68,2.0919,4.0142,2.5297,.0889
8.685,2.0951,4.0065,2.5018,.0792
8.69,2.0844,4.0065,2.6043,.0773
8.695,2.0945,4.0048,2.6118,.0784
8.7,2.0915,4.0016,2.579,.0612
8.705,2.0792,4.0019,2.5129,.035
8.71,2.0789,3.999,2.4337,.0102
8.715,2.0701,3.9993,2.4859,-.0068
8.72,2.0692,3.9987,2.6621,-.006
8.725,2.0714,4.0003,2.7324,-.0019
8.73,2.0734,4.0013,2.8028,.0039
8.735,2.075,3.9996,2.7723,.0059
8.74,2.0792,4.0006,2.6552,.002
8.745,2.0799,4,2.6413,.0012
8.75,2.0101,3.9987,2.5875,-.0029
8.755,2.0195,3.9996,2.6098,-.0076
8.76,2.0079,4.0006,2.676,-.0092
8.765,2.0053,4.0003,2.7084,-.0089
8.77,1.9916,4.0013,2.7399,-.005
8.775,2.0831,4.0013,2.7175,-.0011
8.78,2.1045,4.0006,2.6702,.0055
8.785,2.0974,4,2.6377,.0029
8.79,2.0951,4.0016,2.6669,.0049
8.795,1.9965,3.9964,2.7117,.001
8.8,2.0221,4.0016,2.7088,.0007
8.805,2.0241,4.0013,2.6591,-.0013
8.81,2.0062,4.0016,2.6491,-.0016
8.815,2.0825,3.999,2.6523,-.0008
8.82,2.0815,4.0016,2.6497,.0015
8.825,2.0727,3.9993,2.6569,.001
8.83,2.0753,4.0016,2.6932,-.0013
8.835,2.0757,4.0009,2.6935,-.0042
8.84,2.0773,4.0035,2.6893,-.0092
8.845,2.0838,4.0022,2.6792,-.0118
8.85,2.0873,4.0042,2.6705,-.0097
8.855,2.027,4.0029,2.6961,-.0065
8.86,2.0338,4.0032,2.7253,-.0006
8.865,2.0296,4.0039,2.712,.0026
8.87,2.0134,4.0029,2.7341,.0016
8.875,2.0692,4.0035,2.7162,.0012
8.88,2.0802,4.0061,2.6848,-.0032
8.885,2.0812,4.0039,2.6432,-.0053
8.89,2.087,4.0035,2.6475,-.0053
8.895,2.0909,4.0045,2.6624,-.0043
8.9,2.0922,4.0055,2.6552,-.0022
8.905,2.0915,4.0129,2.6841,-.0094
8.91,2.0984,4.0058,2.6715,-.0126
8.915,2.0468,4.0042,2.6857,-.0124
8.92,2.0069,4.0065,2.6909,-.0092
8.925,2.0147,4.0081,2.7276,-.0021
8.93,2.039,4.0071,2.7405,.0034
8.935,2.1022,4.0081,2.6958,.0039
8.94,2.0925,4.0071,2.6384,-.0031
8.945,2.1035,4.0077,2.6565,-.0045
8.95,2.1149,4.0081,2.64,-.0056
8.955,2.1288,4.0087,2.6737,-.0037
8.96,2.1201,4.0084,2.6919,.002
8.965,2.1152,4.0074,2.7172,.0037
8.97,2.111,4.0071,2.7191,.0033
8.975,2.0889,4.0077,2.6981,.0025
8.98,2.0851,4.0084,2.6822,-.0003
8.985,2.088,4.0087,2.6484,-.004
8.99,2.086,4.0045,2.6248,-.0111
8.995,2.0902,4.009,2.6244,-.0087
9,2.1009,4.0097,2.6374,-.0073
9.005,2.0864,4.01,2.6805,-.0077
9.01,2.1042,4.0136,2.7272,-.01
9.015,2.1029,4.0123,2.7441,-.0102
9.02,2.1126,4.0136,2.7655,-.0034
9.025,2.1142,4.012,2.7237,.0015
9.03,2.1168,4.0139,2.7104,.0036
9.035,2.0987,4.0126,2.6919,.0016
9.04,2.0971,4.0126,2.6565,-.0035
9.045,2.1019,4.0087,2.6484,-.0043
9.05,2.112,4.0123,2.6407,-.0042
9.055,2.1078,4.0126,2.6591,-.0053
9.06,2.0993,4.0129,2.6955,-.0032
9.065,2.0919,4.0133,2.688,-.0021
9.07,2.1078,4.0142,2.6867,-.0011
9.075,2.1136,4.0139,2.663,-.0021
9.08,2.1061,4.0139,2.6812,.0025
9.085,2.1133,4.0172,2.6647,.0023
9.09,2.1207,4.0136,2.7084,.0039
9.095,2.1175,4.0159,2.7234,.0036
9.1,2.1052,4.0142,2.6721,-.0008
9.105,2.1512,4.0146,2.6381,-.0035
9.11,2.1107,4.0146,2.6199,-.0074
9.115,2.0925,4.0136,2.6274,-.0084
9.12,2.1382,4.0149,2.6682,-.0097
9.125,2.1091,4.0155,2.6653,-.0097
9.13,2.1065,4.0175,2.6818,-.0094
9.135,2.1331,4.0175,2.6831,-.006
9.14,2.123,4.0142,2.7055,-.0045
9.145,2.1198,4.0175,2.736,-.0003
9.15,2.1084,4.0175,2.7506,.0021
9.155,2.1178,4.0172,2.7532,.0023
9.16,2.1029,4.0188,2.6744,-.0019
9.165,2.1048,4.0181,2.6384,-.0068
9.17,2.1165,4.0188,2.6397,-.0074
9.175,2.1136,4.0191,2.675,-.0037
9.18,2.1207,4.0181,2.7282,.0029
9.185,2.122,4.0191,2.7088,.0039
9.19,2.1253,4.0188,2.7117,.0033
