Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V),Position (mm),Velocity (mm/s)
29.21,8.7997,7.4419,3.1207,.0615,83.2012315557105,18.8451260601852
29.215,8.8039,7.4377,3.0821,.0569,83.3236900197513,24.4916928081778
29.22,8.7912,7.4393,3.0312,.053,83.2765772046009,-9.42256303008833
29.225,8.7848,7.4325,3.0308,.0513,83.4744394097828,39.572441036367
29.23,8.7825,7.4345,3.0779,.0564,83.4179156500523,-11.3047519460935
29.235,8.7724,7.4319,3.1359,.0649,83.4932612989427,15.0691297780895
29.24,8.7767,7.428,3.1028,.0641,83.6063378645289,22.6153131172282
29.245,8.7692,7.427,3.0749,.0682,83.6345997443941,5.65237597304531
29.25,8.8905,7.4277,2.9974,.0645,83.6157488091089,-3.77018705704586
29.255,8.8,7.4221,2.9984,.0564,83.7759091437202,32.0320669222696
29.26,8.7854,7.4196,2.9731,.0475,83.8512838387359,15.0749390031393
29.265,8.7835,7.4183,3.0026,.0382,83.8889566631811,7.53456488904476
29.27,8.7669,7.4166,3.0081,.0369,83.9360694783316,9.42256303008833
29.275,8.775,7.414,3.0159,.0394,84.0114441733473,15.0749390031393
29.28,8.7731,7.4144,3.0454,.0407,84.002004182642,-1.88799814104925
29.285,8.7689,7.4101,3.0707,.0429,84.1244916928082,24.4975020332276
29.29,8.7698,7.4085,3.0574,.0431,84.1716045079586,9.42256303009401
29.295,8.7562,7.4098,3.0607,.0399,84.1339026373882,-7.54037411409456
29.3,8.7552,7.4085,3.0344,.0397,84.1716045079586,7.54037411409456
29.305,8.7536,7.4072,3.0574,.0377,84.2092773324039,7.53456488904192
29.31,8.752,7.4059,3.1401,.0484,84.2469792029743,7.54037411409456
29.315,8.7429,7.403,3.1294,.0525,84.33176484257,16.9571279191331
29.32,8.7332,7.3991,3.1392,.059,84.4448123620309,22.6095038921841
29.325,8.7299,7.4079,3.0983,.0617,84.1904263971186,-50.8771929824576
29.33,8.8399,7.3969,2.9744,.0497,84.5107470663413,64.0641338445477
29.335,8.7432,7.3949,2.9796,.0447,84.567299872197,11.3105611711376
29.34,8.7406,7.3939,3.0068,.0431,84.5955617520623,5.65237597304531
29.345,8.7231,7.3917,3.0432,.0376,84.6614964563727,13.1869408620901
29.35,8.7231,7.3904,3.0792,.0468,84.6991692808179,7.53456488904476
29.355,8.7134,7.392,3.0302,.0421,84.6520855117927,-9.41675380504421
29.36,8.717,7.3878,3.011,.0434,84.7745439758336,24.4916928081778
29.365,8.7008,7.3865,3.0399,.0421,84.8122458464041,7.54037411409456
29.37,8.7186,7.3842,3.0055,.0314,84.8781805507145,13.1869408620901
29.375,8.8114,7.3836,2.9909,.0282,84.8970314859998,3.7701870570487
29.38,8.8172,7.3836,2.9961,.0277,84.8970314859998,0
29.385,8.6923,7.3839,3.038,.0259,84.8875914952945,-1.88799814104925
29.39,8.6904,7.3712,3.0652,.0326,85.2550249796677,73.486696874636
29.395,8.6926,7.3806,3.035,.0311,84.9818171255954,-54.6415708144565
29.4,8.7017,7.3787,3.0402,.0285,85.0383408853259,11.3047519460935
29.405,8.6985,7.3784,3.0273,.0269,85.0477518299059,1.88218891599661
29.41,8.6972,7.3777,3.0912,.0303,85.0666027651911,3.7701870570487
29.415,8.6926,7.3754,3.0912,.0309,85.1325665156268,13.1927500871399
29.42,8.6982,7.3706,3.074,.0407,85.2738759149529,28.2618798652237
29.425,8.6852,7.3728,3.0597,.0494,85.2079121645172,-13.1927500871399
29.43,8.6813,7.3709,3.0509,.051,85.264464970373,11.3105611711433
29.435,8.6751,7.3699,3.0753,.0541,85.2927268502382,5.65237597304531
29.44,8.6712,7.3677,3.0542,.0499,85.3586615545486,13.1869408620901
29.445,8.6693,7.3667,3.026,.0382,85.3869234344138,5.65237597303963
29.45,8.6699,7.3673,2.9403,.025,85.3680724991286,-3.77018705704302
29.455,8.6725,7.3748,2.9228,.0203,85.1513884047868,-43.336818868363
29.46,8.6719,7.3641,3.0055,.0188,85.4622981294295,62.1819449285454
29.465,8.6576,7.3641,3.0114,.0156,85.4622981294295,0
29.47,8.6641,7.3615,3.0253,.0117,85.5376728244452,15.0749390031393
29.475,8.6547,7.3625,3.0162,.0091,85.50941094458,-5.65237597304531
29.48,8.654,7.3625,3.0581,.0118,85.50941094458,0
29.485,8.6489,7.3644,3.0571,.0046,85.4528871848495,-11.3047519460935
29.49,8.6553,7.3628,3.1687,.0206,85.4999709538748,9.41675380504421
29.495,8.6482,7.3618,3.1674,.0298,85.52823283374,5.65237597304531
29.5,8.6563,7.3612,3.0938,.0374,85.5470837690252,3.7701870570487
29.505,8.6521,7.3576,3.0568,.0468,85.6507203439061,20.7273149761789
29.51,8.633,7.3563,2.9705,.0428,85.6883931683513,7.53456488904476
29.515,8.6245,7.3557,3.0107,.0434,85.7072441036366,3.77018705704586
29.52,8.6187,7.3475,2.9721,.0379,85.9427791332636,47.1070059254117
29.525,8.7517,7.3518,2.975,.0305,85.8202916230975,-24.4975020332333
29.53,8.7338,7.3508,2.9523,.023,85.8485535029627,5.65237597304531
29.535,8.6583,7.3501,2.9721,.0175,85.8674044382479,3.7701870570487
29.54,8.6596,7.3498,3.0117,.0167,85.8768153828279,1.88218891599945
29.545,8.6579,7.3485,3.0159,.0104,85.9145172533984,7.54037411409456
29.55,8.643,7.3466,3.0094,.0067,85.9710410131289,11.3047519460906
29.555,8.6326,7.3456,2.9825,.0062,85.999302892994,5.65237597303963
29.56,8.6401,7.3488,3.0526,.0131,85.9050772626932,-18.8451260601795
29.565,8.6382,7.3485,3.0646,.0165,85.9145172533984,1.88799814104925
29.57,8.6349,7.3518,3.133,.0267,85.8202916230975,-18.845126060188
29.575,8.6336,7.3466,3.109,.0305,85.9710410131289,30.1498780062786
29.58,8.6187,7.3456,3.1178,.0366,85.999302892994,5.65237597303963
29.585,8.6229,7.345,3.0704,.0387,86.0181538282793,3.7701870570487
29.59,8.7342,7.3394,2.9851,.0282,86.1783141628907,32.0320669222752
29.595,8.7368,7.3427,2.9877,.023,86.0840885325898,-18.8451260601852
29.6,8.7429,7.3411,3.012,.0167,86.1312013477402,9.42256303009401
29.605,8.7475,7.3411,2.9854,.0068,86.1312013477402,0
29.61,8.6112,7.3411,3.0522,.0089,86.1312013477402,0
29.615,8.6086,7.3424,3.0334,.0101,86.0934994771698,-7.54037411409456
29.62,8.6103,7.3391,3.0487,.0042,86.1877251074707,18.8451260601852
29.625,8.62,7.3411,3.0243,.0003,86.1312013477402,-11.3047519460906
29.63,8.6177,7.3404,3.073,.0029,86.1500522830255,3.77018705704586
29.635,8.6346,7.3433,3.072,.0044,86.0652375973045,-16.9629371441886
29.64,8.6287,7.3414,3.0633,.0073,86.121761357035,11.3047519460935
29.645,8.6313,7.3417,3.0532,.0068,86.112350412455,-1.88218891599945
29.65,8.6184,7.3388,3.0805,.0182,86.1971360520507,16.9571279191388
29.655,8.6262,7.3401,3.1064,.0216,86.1594632276054,-7.53456488904476
29.66,8.6219,7.3391,3.0649,.0209,86.1877251074707,5.65237597304531
29.665,8.619,7.3375,3.062,.024,86.2348379226211,9.42256303008833
29.67,8.6167,7.3375,3.0509,.0241,86.2348379226211,0
29.675,8.606,7.3368,3.0496,.0263,86.2536598117811,3.76437783199606
29.68,8.609,7.3339,3.0616,.0308,86.338474497502,16.9629371441886
29.685,8.5973,7.3336,3.0587,.0352,86.347885442082,1.88218891599945
29.69,8.6021,7.3333,3.0681,.0365,86.357296386662,1.88218891599661
29.695,8.5996,7.333,3.0448,.0339,86.3667363773673,1.88799814104925
29.7,8.5869,7.3304,3.0464,.0314,86.4420820262577,15.0691297780838
29.705,8.5879,7.3304,3.0341,.0269,86.4420820262577,0
29.71,8.5973,7.33,2.9977,.0207,86.4515220169629,1.88799814104925
29.715,8.6998,7.3291,2.9806,.0138,86.4797838968282,5.65237597304531
29.72,8.6829,7.3291,3.0149,.0122,86.4797838968282,0
29.725,8.6998,7.3278,3.002,.0088,86.5174567212734,7.53456488904476
29.73,8.6057,7.3278,3.0711,.0096,86.5174567212734,0
29.735,8.5944,7.3265,3.0363,.0063,86.5551585918439,7.54037411409456
29.74,8.5914,7.3281,3.036,.0049,86.5080457766934,-9.42256303009401
29.745,8.5837,7.3278,3.0733,.0034,86.5174567212734,1.88218891599945
29.75,8.5966,7.3239,3.0892,.0093,86.6305042407343,22.6095038921841
29.755,8.5921,7.3271,3.1158,.0156,86.5363076565586,-18.8393168351382
29.76,8.5898,7.3261,3.0685,.0229,86.5645695364239,5.65237597304815
29.765,8.5837,7.3255,3.0928,.0298,86.5834204717091,3.77018705704586
29.77,8.5791,7.3242,3.0406,.0288,86.6210932961543,7.53456488904476
29.775,8.5791,7.3229,3.0649,.0267,86.6587951667247,7.54037411408888
29.78,8.5571,7.3219,3.0542,.0241,86.68705704659,5.65237597304531
29.785,8.5717,7.3248,3.0493,.0188,86.6022423608691,-16.96293714418
29.79,8.5687,7.3193,3.0075,.0143,86.7624026954804,32.0320669222696
29.795,8.5629,7.321,3.0104,.0135,86.7153189264552,-9.41675380504137
29.8,8.5652,7.3222,3.0159,.0136,86.6776170558847,-7.54037411409456
29.805,8.5512,7.32,3.0247,.011,86.7435808063204,13.1927500871399
29.81,8.5691,7.321,3.0269,.0107,86.7153189264552,-5.65237597304531
29.815,8.5678,7.3239,3.0402,.0044,86.6305042407343,-16.9629371441829
29.82,8.5843,7.3206,3.0445,.0041,86.7247298710352,18.8451260601795
29.825,8.582,7.318,3.0506,.0036,86.8001045660509,15.0749390031393
29.83,8.5846,7.3197,3.0704,.0096,86.7529917509004,-9.42256303009401
29.835,8.5859,7.3203,3.0957,.0112,86.7341408156152,-3.77018705704586
29.84,8.583,7.32,3.0334,.0127,86.7435808063204,1.88799814104925
29.845,8.5905,7.3184,3.0659,.0138,86.7906645753456,9.41675380504137
29.85,8.5804,7.319,3.025,.0118,86.7718426861857,-3.76437783199606
29.855,8.5827,7.3184,3.0425,.0107,86.7906645753456,3.76437783199606
29.86,8.5833,7.3161,3.0188,.0096,86.8566283257813,13.192750087137
29.865,8.5765,7.318,3.0149,.0097,86.8001045660509,-11.3047519460878
29.87,8.5837,7.3177,3.0597,.0154,86.8095155106309,1.88218891599945
29.875,8.5623,7.3167,3.084,.0109,86.8377773904961,5.65237597303963
29.88,8.5704,7.3161,3.0432,.0183,86.8566283257813,3.7701870570487
29.885,8.5626,7.3158,3.026,.018,86.8660392703613,1.88218891599661
29.89,8.5678,7.3164,2.9783,.013,86.8472173812013,-3.76437783199606
29.895,8.5632,7.3154,2.99,.0112,86.8754792610666,5.65237597304531
29.9,8.5619,7.3154,3.0097,.0114,86.8754792610666,0
29.905,8.5658,7.3148,3.0143,.0096,86.8943011502266,3.7643778319989
29.91,8.5512,7.3151,3.0425,.0125,86.8848902056466,-1.88218891599945
29.915,8.5548,7.3281,3.0325,.0107,86.5080457766934,-75.3688857906354
29.92,8.5496,7.3151,3.0052,.0091,86.8848902056466,75.3688857906354
29.925,8.5486,7.3145,3.0347,.0094,86.9037411409318,3.77018705704586
29.93,8.5564,7.3132,2.9767,.0062,86.941413965377,7.53456488904476
29.935,8.5425,7.3135,2.9822,.0055,86.932003020797,-1.88218891599661
29.94,8.5616,7.3141,3.0412,.013,86.9131520855118,-3.7701870570487
29.945,8.5616,7.3158,3.0256,.0114,86.8660392703613,-9.42256303009401
29.95,8.5635,7.3135,3.0785,.0154,86.932003020797,13.1927500871427
29.955,8.5658,7.3132,3.0325,.0167,86.941413965377,1.88218891599661
29.96,8.5613,7.3128,3.025,.0133,86.950824909957,1.88218891599945
29.965,8.5694,7.3112,3.0263,.011,86.9979377251075,9.42256303009401
29.97,8.6722,7.3115,2.9906,.0068,86.9885267805275,-1.88218891599945
29.975,8.6881,7.3115,2.9913,.0034,86.9885267805275,0
29.98,8.6709,7.3073,3.0396,.0047,87.1109852445684,24.4916928081778
29.985,8.645,7.3112,3.0195,.0054,86.9979377251075,-22.6095038921784
29.99,8.5665,7.3109,3.0879,.0112,87.0073777158127,1.88799814104925
29.995,8.56,7.3115,3.036,.0084,86.9885267805275,-3.7701870570487
30,8.5603,7.3115,3.0399,.005,86.9885267805275,0
30.005,8.5804,7.3041,3.0003,.0055,87.2052108748693,43.336818868363
30.01,8.535,7.3028,3.1012,.0157,87.2428836993145,7.53456488904476
30.015,8.5376,7.3031,3.0749,.0152,87.2334727547345,-1.88218891599945
30.02,8.5295,7.3025,3.1002,.0196,87.2523236900197,3.77018705704302
30.025,8.5493,7.3012,3.0075,.0165,87.289996514465,7.53456488904476
30.03,8.5538,7.3005,2.9637,.005,87.3088474497502,3.77018705704586
30.035,8.6378,7.3008,2.9403,.0018,87.2994074590449,-1.88799814104925
30.04,8.5376,7.3005,2.9429,.0025,87.3088474497502,1.88799814104925
30.045,8.525,7.3012,3.0016,.0055,87.289996514465,-3.77018705704586
30.05,8.536,7.2995,3.1674,.0368,87.3371093296154,9.42256303009117
30.055,8.5233,7.3044,3.339,.0588,87.1957999302893,-28.2618798652237
30.06,8.5366,7.2966,3.3286,.0753,87.4218949692111,45.2190077843625
30.065,8.5347,7.2934,3.2819,.0918,87.5160915533868,18.8393168351297
30.07,8.5285,7.2892,3.2893,.1268,87.6385790635529,24.4975020332333
30.075,8.5126,7.2833,3.372,.1754,87.8081503427443,33.914255838269
30.08,8.5061,7.2762,3.3792,.2003,88.0154234925061,41.4546299523664
30.085,8.4867,7.2642,3.2624,.2225,88.364006041594,69.7165098175873
30.09,8.4666,7.2584,3.2828,.2654,88.5335773207854,33.9142558382719
30.095,8.4461,7.2464,3.3117,.2966,88.8821598698734,69.716509817593
30.1,8.4143,7.2334,3.2721,.3172,89.2590042988265,75.3688857906326
30.105,8.3819,7.2201,3.2764,.3483,89.645288718485,77.2568839316847
30.11,8.3547,7.2068,3.291,.379,90.0315440920181,77.251074706632
30.115,8.3193,7.1886,3.2741,.4006,90.5591379110027,105.518763796914
30.12,8.2875,7.1718,3.2371,.4367,91.0490298594167,97.978389682811
30.125,8.2518,7.1572,3.2472,.4652,91.4729871035204,84.7914488207294
30.13,8.2149,7.1367,3.2225,.4862,92.0665156268154,118.705704658996
30.135,8.1662,7.1169,3.2407,.5212,92.6411932148251,114.935517601955
30.14,8.1189,7.0955,3.2335,.5416,93.2630126641106,124.363889857094
30.145,8.0919,7.0748,3.2481,.5592,93.8659521319856,120.587893574998
30.15,8.0365,7.0501,3.2199,.5848,94.5819681654467,143.203206692223
30.155,7.9881,7.0313,3.2183,.5795,95.1283838735913,109.28314162891
30.16,7.9482,7.0083,3.2407,.6104,95.797287091902,133.780643662138
30.165,7.8957,6.9833,3.2066,.6343,96.5227140699431,145.085395608223
30.17,7.8406,6.9583,2.9754,.6201,97.2481410479842,145.085395608228
30.175,7.7903,6.934,2.7639,.597,97.9547170907401,141.315208551174
30.18,7.763,6.9097,2.8174,.5829,98.661293133496,141.315208551183
30.185,7.7219,6.8853,2.8567,.5741,99.3678982223771,141.32101777623
30.19,7.6609,6.8649,2.8006,.5481,99.9614267456721,118.705704658998
30.195,7.6281,6.8442,2.6462,.5056,100.564366213547,120.587893574995
30.2,7.5921,6.8263,2.6848,.4763,101.082520041826,103.630765655859
30.205,7.5383,6.8059,2.7097,.454,101.676048565121,118.705704659004
30.21,7.4938,6.7874,2.9695,.4527,102.213053328686,107.400952712905
30.215,7.4614,6.7653,3.181,.4563,102.853694667131,128.12826768909
30.22,7.427,6.7498,3.1528,.4637,103.3059137911,90.4438247937748
30.225,7.4027,6.731,2.9066,.4354,103.852329499245,109.283141628904
30.23,7.3644,6.7105,3.0406,.4684,104.44585802254,118.705704658998
30.235,7.3122,6.6924,3.3033,.5273,104.973451841524,105.518763796911
30.24,7.2853,6.6735,3.1885,.5241,105.519867549669,109.283141628904
30.245,7.2548,6.6525,3.0629,.5328,106.132247008249,122.475891716044
30.25,7.2181,6.6353,2.9906,.5434,106.631549901243,99.8605785988161
30.255,7.1653,6.6113,2.8982,.5286,107.328714999419,139.433019635183
30.26,7.1299,6.5912,2.9004,.5244,107.912832578134,116.823515742999
30.265,7.1098,6.5707,3.0477,.5429,108.506361101429,118.705704658998
30.27,7.0647,6.549,2.8518,.5043,109.137562449169,126.24026954804
30.275,7.0154,6.5286,2.7311,.4498,109.731090972464,118.705704658998
30.28,6.9817,6.5062,2.7785,.4495,110.38114325549,130.010456605089
30.285,6.9632,6.4926,2.8894,.4328,110.776838619728,79.1390728476813
30.29,6.9298,6.4747,3.0639,.4359,111.294992448007,103.630765655865
30.295,6.8746,6.4592,3.0921,.4491,111.747211571976,90.4438247937748
30.3,6.8406,6.442,3.0976,.4444,112.24651446497,99.8605785988104
30.305,6.7994,6.4244,2.9073,.4305,112.75525734867,101.748576739865
30.31,6.7793,6.405,3.0357,.4606,113.320523992099,113.05332868595
30.315,6.7378,6.3888,3.2144,.4927,113.791565005228,94.2082026257708
30.32,6.6745,6.3683,3.1904,.4951,114.385093528523,118.705704658998
30.325,6.6375,6.3524,3.0545,.5082,114.846723597072,92.3260137097714
30.33,6.6002,6.3294,3.0247,.5176,115.515626815383,133.780643662138
30.335,6.5597,6.309,3.0415,.5168,116.109155338678,118.705704658996
30.34,6.5081,6.2866,3.038,.5129,116.759207621703,130.010456605089
30.345,6.4634,6.2616,3.0363,.5207,117.484634599744,145.085395608226
30.35,6.4296,6.2438,2.8674,.5003,118.002788428024,103.630765655862
30.355,6.3871,6.223,2.7149,.4872,118.605727895899,120.587893574998
30.36,6.344,6.2052,2.7564,.4967,119.123910770303,103.636574880912
30.365,6.2973,6.1835,2.8742,.4885,119.755112118043,126.240269548043
30.37,6.2694,6.1643,2.8794,.4702,120.310938770768,111.165330544904
30.375,6.2474,6.1442,2.8093,.4613,120.895056349483,116.823515742999
30.38,6.2165,6.1312,2.7902,.4423,121.271900778436,75.3688857906383
30.385,6.1734,6.1095,2.7568,.4192,121.903102126176,126.240269548043
30.39,6.1397,6.0917,2.963,.4444,122.421255954456,103.630765655856
30.395,6.1215,6.0748,3.1865,.4692,122.91114790287,97.9783896828195
30.4,6.0952,6.056,3.0759,.4634,123.45759265714,109.288950853954
30.405,6.0489,6.0369,2.9225,.4579,124.013419309864,111.165330544907
30.41,6.0174,6.0187,3.0552,.4724,124.541013128849,105.518763796908
30.415,5.973,5.9999,3.1531,.4966,125.087428836993,109.283141628904
30.42,5.9415,5.9811,3.1385,.5097,125.633844545138,109.28314162891
30.425,5.8932,5.9606,3.1204,.5322,126.227373068433,118.705704658998
30.43,5.8526,5.9408,2.8774,.5184,126.802050656442,114.93551760195
30.435,5.8049,5.9188,2.7892,.5021,127.442691994888,128.12826768909
30.44,5.765,5.8964,2.8661,.5162,128.092744277913,130.010456605089
30.445,5.7219,5.8789,2.977,.5189,128.601458115487,101.742767514816
30.45,5.6694,5.8546,2.7915,.4823,129.308034158243,141.31520855118
30.455,5.6314,5.8354,2.6682,.4537,129.863889857093,111.171139769954
30.46,5.5928,5.8199,2.7396,.4412,130.316108981062,90.4438247937719
30.465,5.5539,5.7994,2.8482,.4344,130.909608458232,118.699895433952
30.47,5.5231,5.7829,2.9523,.414,131.390089462066,96.0962007668172
30.475,5.4877,5.7676,3.0558,.4148,131.832868595329,88.5558266527255
30.48,5.4556,5.7492,2.9442,.4145,132.369873358894,107.400952712908
30.485,5.4131,5.7326,2.8521,.4156,132.850354362728,96.0962007668172
30.49,5.3846,5.7122,3.0354,.4527,133.443882886023,118.705704658998
30.495,5.3567,5.6956,3.1674,.489,133.924334843732,96.0903915417703
30.5,5.3197,5.6759,3.0824,.4922,134.499041477867,114.941326827
30.505,5.2789,5.6577,3.001,.5115,135.026606250726,105.512954571861
30.51,5.2419,5.6402,3.0188,.5278,135.535349134425,101.748576739857
30.515,5.213,5.6129,2.9971,.5417,136.326710816777,158.272336470316
30.52,5.1595,5.5902,2.9783,.5515,136.986174044382,131.892645521089
30.525,5.1258,5.5691,3.0419,.5662,137.598553502963,122.475891716044
30.53,5.0842,5.5464,2.7272,.5328,138.258016730568,131.892645521089
30.535,5.0473,5.526,2.5164,.4961,138.851545253863,118.705704659004
30.54,5.01,5.5069,2.6809,.4786,139.407371906588,111.165330544901
30.545,4.9642,5.4871,2.846,.4737,139.982049494597,114.935517601953
30.55,4.936,5.4696,2.8113,.4485,140.490792378297,101.748576739863
30.555,4.8971,5.4511,2.7697,.432,141.027797141861,107.400952712908
30.56,4.8569,5.4319,2.7555,.4117,141.583623794586,111.165330544907
30.565,4.8235,5.4167,2.7331,.3928,142.026402927849,88.5558266527255
30.57,4.7927,5.3982,3.121,.4367,142.563407691414,107.400952712902
30.575,4.7593,5.3788,3.3477,.4666,143.128674334844,113.053328685953
30.58,4.7103,5.3635,3.1184,.4598,143.571453468107,88.5558266527255
30.585,4.6639,5.3444,2.9189,.4694,144.127280120832,111.165330544907
30.59,4.6331,5.3226,2.9822,.4898,144.758510514697,126.246078773096
30.595,4.5964,5.3077,3.0328,.5137,145.191849657256,86.6678285116734
30.6,4.5556,5.2821,3.1038,.5249,145.936127570582,148.855582665271
30.605,4.5027,5.2571,3.1262,.5314,146.661525502498,145.079586383179
30.61,4.4641,5.2347,2.8463,.5162,147.311577785523,130.010456605089
30.615,4.4346,5.2153,2.5901,.5005,147.876844428953,113.053328685953
30.62,4.3801,5.1952,2.7321,.5098,148.460932961543,116.817706517952
30.625,4.3392,5.1747,2.8979,.5131,149.054461484838,118.705704658998
30.63,4.3146,5.1533,2.7269,.4857,149.676251887998,124.358080632044
30.635,4.2568,5.1371,2.5716,.4538,150.147292901127,94.2082026257708
30.64,4.2384,5.1206,2.5988,.4362,150.627773904961,96.0962007668115
30.645,4.2105,5.1008,2.6672,.4208,151.202451492971,114.935517601958
30.65,4.1689,5.0836,2.9643,.4404,151.701754385965,99.8605785988104
30.655,4.1479,5.0641,3.1301,.4533,152.267021029395,113.053328685953
30.66,4.1252,5.0495,2.9874,.437,152.690949227373,84.7856395956796
30.665,4.0869,5.0304,2.8006,.4383,153.246804926223,111.171139769954
30.67,4.0389,5.0129,2.9617,.4689,153.755518763797,101.742767514816
30.675,4.0048,5.0002,3.1272,.4857,154.12295224817,73.486696874636
30.68,3.9828,4.9733,3.1223,.5162,154.904902985942,156.390147554316
30.685,3.9338,4.9526,3.0143,.526,155.507842453817,120.587893574992
30.69,3.8842,4.9315,2.7545,.5056,156.120192866272,122.470082491003
30.695,3.8449,4.9101,2.6919,.5131,156.741983269432,124.358080632044
30.7,3.8109,4.8877,2.7989,.5188,157.392035552457,130.010456605089
30.705,3.7671,4.8692,2.9313,.5178,157.929011269897,107.395143487855
30.71,3.7058,4.8481,2.8375,.4993,158.541390728477,122.475891716044
30.715,3.6639,4.829,2.6348,.4671,159.097217381201,111.165330544907
30.72,3.6357,4.8105,2.6176,.4543,159.634222144766,107.400952712908
30.725,3.6075,4.7907,2.7308,.4529,160.208899732776,114.935517601947
30.73,3.5618,4.7732,2.8833,.4331,160.71761357035,101.742767514816
30.735,3.5167,4.757,2.8891,.4255,161.188654583479,94.2082026257708
30.74,3.4872,4.7437,2.8002,.4226,161.574939003137,77.2568839316818
30.745,3.4654,4.721,2.7775,.4079,162.234402230742,131.892645521089
30.75,3.4366,4.7022,2.8988,.436,162.780817938887,109.283141628907
30.755,3.3925,4.6847,3.0156,.4593,163.289531776461,101.742767514816
30.76,3.3451,4.6662,3.0205,.4697,163.826536540026,107.400952712908
30.765,3.3237,4.647,2.9186,.4869,164.38236319275,111.165330544907
30.77,3.2887,4.6318,2.845,.4951,164.825142326014,88.5558266527255
30.775,3.2533,4.6065,2.867,.5016,165.559980248635,146.967584524219
30.78,3.2037,4.5857,2.9069,.5113,166.16291971651,120.587893575004
30.785,3.1739,4.5656,2.8833,.5178,166.747037295225,116.823515742999
30.79,3.1466,4.5449,2.748,.5115,167.3499767631,120.587893574992
30.795,3.1061,4.5231,2.6306,.4789,167.98117811084,126.240269548043
30.8,3.0594,4.5072,2.6277,.4637,168.442779133264,92.3202044847244
30.805,3.0253,4.4939,2.772,.4666,168.829063552922,77.2568839316818
30.81,2.9987,4.469,2.8761,.4608,169.554461484838,145.079586383179
30.815,2.9676,4.4505,2.8366,.4597,170.091466248402,107.400952712902
30.82,2.9228,4.432,2.7571,.4582,170.628441965842,107.395143487861
30.825,2.8706,4.4142,2.7727,.452,171.146595794121,103.630765655862
30.83,2.8427,4.3934,2.8398,.4671,171.749535261996,120.587893574998
30.835,2.8106,4.382,2.9024,.4695,172.079266875799,65.9463227605443
30.84,2.7636,4.3577,2.9267,.4747,172.785842918555,141.31520855118
30.845,2.7195,4.3379,2.9008,.4886,173.360520506564,114.935517601953
30.85,2.6737,4.3194,2.857,.4843,173.897496224004,107.395143487861
30.855,2.6439,4.2971,2.8622,.4903,174.547548507029,130.010456605089
30.86,2.6076,4.2757,2.8284,.5005,175.169338910189,124.358080632044
30.865,2.5553,4.2565,2.8336,.4697,175.725165562914,111.165330544901
30.87,2.5307,4.2435,2.6254,.4561,176.102009991867,75.3688857906354
30.875,2.4934,4.2173,2.665,.4433,176.865109794353,152.61996049727
30.88,2.4616,4.2001,2.6796,.442,177.364412687347,99.8605785988104
30.885,2.4305,4.1819,2.7013,.4359,177.891977460207,105.512954571861
30.89,2.3867,4.1628,2.809,.444,178.447804112931,111.165330544907
30.895,2.3611,4.1462,2.8375,.4537,178.928285116765,96.0962007668172
30.9,2.3283,4.131,2.7681,.4418,179.371064250029,88.5558266527255
30.905,2.2972,4.1099,2.7694,.442,179.983414662484,122.470082490997
30.91,2.2615,4.0914,2.9527,.4715,180.520419426049,107.400952712908
30.915,2.2261,4.0713,3.0091,.4877,181.104507958638,116.817706517952
30.92,2.195,4.0538,2.9507,.5029,181.613221796212,101.74276751481
30.925,2.1528,4.0337,2.9105,.5132,182.197339374927,116.823515742999
30.93,2.1198,4.0123,2.7272,.5218,182.819100731962,124.352271406997
30.935,2.0786,3.9941,2.7341,.5026,183.346665504822,105.512954571856
30.94,2.0455,3.9714,2.7088,.5128,184.006128732427,131.892645521094
30.945,2.0108,3.9503,2.7367,.5144,184.618508191007,122.475891716039
30.95,1.9628,3.9296,2.6802,.495,185.221447658882,120.587893575004
30.955,1.9252,3.9091,2.6231,.4805,185.814947136052,118.699895433946
30.96,1.8869,3.89,2.6089,.4689,186.370773788777,111.165330544907
30.965,1.8421,3.877,2.6754,.4576,186.74761821773,75.3688857906354
30.97,1.8052,3.856,2.6932,.4509,187.359968630185,122.470082490997
30.975,1.7679,3.8381,2.7065,.4457,187.878122458464,103.630765655862
30.98,1.7309,3.8216,2.7545,.4318,188.358603462298,96.0962007668115
30.985,1.7001,3.8037,2.7263,.4177,188.876757290577,103.630765655868
30.99,1.6654,3.7865,2.8567,.4354,189.376060183572,99.8605785988104
30.995,1.6307,3.7707,2.9796,.4624,189.837661205995,92.3202044847244
31,1.6021,3.7577,2.9319,.4567,190.214505634948,75.3688857906354
31.005,1.5739,3.7317,2.8803,.4655,190.968194492855,150.737771581271
31.01,1.5366,3.7126,2.8443,.4807,191.524021145579,111.165330544901
31.015,1.5029,3.6925,2.8447,.4977,192.108109678169,116.817706517952
31.02,1.4662,3.6717,2.855,.5166,192.711049146044,120.587893574998
31.025,1.4215,3.6487,2.9144,.5345,193.379923318229,133.774834437088
31.03,1.3861,3.625,2.6394,.5212,194.0676484257,137.545021494134
31.035,1.3401,3.6088,2.6017,.498,194.538689438829,94.2082026257708
31.04,1.3079,3.5887,2.5719,.4972,195.122777971419,116.817706517946
31.045,1.2758,3.5686,2.6215,.4891,195.706895550134,116.823515743005
31.05,1.2405,3.5511,2.6695,.4799,196.215609387708,101.74276751481
31.055,1.2139,3.5316,2.6536,.4626,196.780876031137,113.053328685959
