Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V),Position (mm),Velocity (mm/s)
12.925,2.2628,4.0911,2.8129,-.1926,180.529830370629,-45.2190077843625
12.93,2.2761,4.1044,2.8012,-.1878,180.143574997095,-77.2510747066349
12.935,2.281,4.106,2.7947,-.1858,180.096462181945,-9.42256303009117
12.94,2.2894,4.1141,2.8103,-.1826,179.860956198443,-47.1011967003619
12.945,2.304,4.1216,2.8077,-.1841,179.644272104101,-43.336818868363
12.95,2.3218,4.13,2.8323,-.1841,179.399326129894,-48.9891948414083
12.955,2.3312,4.1372,2.8258,-.185,179.192052980132,-41.4546299523636
12.96,2.3559,4.1459,2.8271,-.1752,178.937696061345,-50.8713837574078
12.965,2.3676,4.1527,2.8255,-.1706,178.739862902289,-39.5666318113172
12.97,2.3815,4.1573,2.8048,-.1651,178.607964447543,-26.3796909492214
12.975,2.4049,4.166,2.7989,-.1659,178.353607528756,-50.8713837574078
12.98,2.4107,4.1728,2.8051,-.1662,178.155774369699,-39.5666318113172
12.985,2.4259,4.1813,2.8281,-.1672,177.910828395492,-48.9891948414083
12.99,2.4428,4.1878,2.8006,-.17,177.722406181015,-37.6844428953177
12.995,2.4623,4.1994,2.809,-.169,177.383234576508,-67.8343209015964
13,2.47,4.2024,2.8271,-.1632,177.298448936912,-16.9571279191302
13.005,2.4869,4.2111,2.8268,-.1609,177.044092018125,-50.8713837574078
13.01,2.5002,4.2153,2.8236,-.1614,176.921633554084,-24.4916928081864
13.015,2.5171,4.2215,2.7902,-.1625,176.742622284187,-35.8022539793183
13.02,2.5404,4.2286,2.7967,-.1658,176.535378180551,-41.4488207273109
13.025,2.5544,4.2345,2.8184,-.1637,176.365777855234,-33.9200650633188
13.03,2.5706,4.2471,2.822,-.1609,175.998373416986,-73.480887649589
13.035,2.5819,4.2494,2.8116,-.1607,175.932438712676,-13.1869408620901
13.04,2.5904,4.2559,2.7928,-.1594,175.744016498199,-37.6844428953177
13.045,2.605,4.262,2.8164,-.1548,175.565005228303,-35.8022539793183
13.05,2.6147,4.2705,2.8317,-.1539,175.320059254096,-48.9891948414083
13.055,2.615,4.2744,2.7782,-.1557,175.207011734635,-22.6095038921756
13.06,2.6338,4.2825,2.7873,-.1544,174.971505751133,-47.1011967003619
13.065,2.6452,4.2873,2.8265,-.1522,174.830167305681,-28.2676890902792
13.07,2.6484,4.2958,2.8174,-.1501,174.585221331474,-48.9891948414083
13.075,2.6523,4.3019,2.7928,-.1507,174.406239107703,-35.7964447542713
13.08,2.6663,4.3078,2.786,-.1496,174.236667828512,-33.9142558382662
13.085,2.6799,4.3156,2.8505,-.1433,174.01057278959,-45.2190077843625
13.09,2.6818,4.3198,2.8314,-.1458,173.888085279424,-24.4975020332276
13.095,2.7101,4.3279,2.8258,-.139,173.652550249797,-47.1070059254146
13.1,2.713,4.3324,2.819,-.1413,173.520680841176,-26.3738817241801
13.105,2.7295,4.3389,2.8258,-.1403,173.332258626699,-37.684442895312
13.11,2.7383,4.3447,2.8421,-.1381,173.162687347508,-33.9142558382719
13.115,2.7444,4.3509,2.8563,-.1342,172.983676077611,-35.8022539793183
13.12,2.7561,4.3571,2.8505,-.1331,172.80469385384,-35.7964447542713
13.125,2.7652,4.3619,2.8281,-.1293,172.663355408389,-28.2676890902792
13.13,2.7775,4.372,2.8226,-.1316,172.371325665156,-58.4059486464469
13.135,2.7963,4.3759,2.8106,-.1344,172.258278145695,-22.6095038921812
13.14,2.8044,4.3791,2.7989,-.136,172.164052515394,-18.8451260601823
13.145,2.8145,4.3853,2.8044,-.141,171.985070291623,-35.7964447542713
13.15,2.8307,4.3905,2.8048,-.1431,171.834320901592,-30.149878006273
13.155,2.8531,4.3973,2.7905,-.1475,171.636487742535,-39.5666318113172
13.16,2.8657,4.4034,2.7902,-.1462,171.457476472639,-35.8022539793183
13.165,2.8855,4.4158,2.7911,-.1447,171.099482978971,-71.5986987335896
13.17,2.8969,4.4151,2.7892,-.1473,171.118333914256,3.77018705705154
13.175,2.9001,4.4219,2.8051,-.1507,170.920500755199,-39.5666318113228
13.18,2.9118,4.4278,2.8327,-.1492,170.750929476008,-33.9142558382719
13.185,2.9209,4.4336,2.8265,-.1496,170.581329150691,-33.9200650633188
13.19,2.9326,4.4391,2.8138,-.1538,170.421197862205,-32.0262576972198
13.195,2.9371,4.4489,2.8148,-.1489,170.138550017428,-56.5295689555057
13.2,2.9455,4.443,2.7973,-.148,170.308121296619,33.9142558382719
13.205,2.9523,4.4583,2.7853,-.1522,169.865342163355,-88.5558266527255
13.21,2.963,4.4641,2.8096,-.1509,169.695770884164,-33.9142558382719
13.215,2.9725,4.4712,2.8064,-.1544,169.488526780527,-41.4488207273109
13.22,3.0049,4.4771,2.7811,-.1596,169.318926455211,-33.9200650633245
13.225,3.0055,4.4832,2.8022,-.1573,169.13994423144,-35.7964447542656
13.23,3.0211,4.4956,2.8138,-.1604,168.781950737772,-71.5986987335953
13.235,3.0318,4.4965,2.8213,-.1588,168.753688857906,-5.65237597303963
13.24,3.0474,4.5033,2.8174,-.1611,168.55585569885,-39.5666318113172
13.245,3.0578,4.5102,2.8271,-.164,168.357993493668,-39.5724410363698
13.25,3.06,4.5173,2.808,-.1651,168.150749390031,-41.4488207273109
13.255,3.0827,4.5241,2.8119,-.1696,167.952916230975,-39.5666318113172
13.26,3.0957,4.5299,2.8216,-.1703,167.783315905658,-33.9200650633188
13.265,3.11,4.5397,2.8417,-.1705,167.500697107006,-56.5237597304531
13.27,3.1204,4.5439,2.8301,-.1742,167.378238642965,-24.4916928081807
13.275,3.1392,4.5504,2.8249,-.1774,167.189816428488,-37.6844428953177
13.28,3.1576,4.5582,2.7928,-.1836,166.963692343441,-45.2248170094094
13.285,3.1846,4.5663,2.784,-.1858,166.72818635994,-47.1011967003619
13.29,3.1998,4.5734,2.7892,-.1962,166.520913210178,-41.4546299523636
13.295,3.216,4.5815,2.7616,-.1999,166.285407226676,-47.1011967003619
13.3,3.2277,4.5948,2.7642,-.21,165.899151853143,-77.2510747066292
13.305,3.2481,4.5984,2.7211,-.2242,165.795515278262,-20.7273149761875
13.31,3.2666,4.6084,2.749,-.2304,165.503456488904,-58.4117578714938
13.315,3.279,4.6175,2.7363,-.2419,165.239659579412,-52.7593818984599
13.32,3.2935,4.6302,2.738,-.2474,164.872255141164,-73.4808876495833
13.325,3.3137,4.6392,2.75,-.258,164.608458231672,-52.7593818984599
13.33,3.3419,4.6483,2.7655,-.2635,164.344690368305,-52.7535726734016
13.335,3.3545,4.6678,2.7623,-.2634,163.779423724875,-113.053328685953
13.34,3.3769,4.6717,2.76,-.2682,163.666376205414,-22.6095038921812
13.345,3.3811,4.684,2.7892,-.2725,163.308382711746,-71.5986987335896
13.35,3.4054,4.695,2.7704,-.2771,162.988062042524,-64.0641338445448
13.355,3.4217,4.7064,2.773,-.2784,162.658330428721,-65.9463227605443
13.36,3.4473,4.719,2.7804,-.2899,162.290925990473,-73.4808876495833
13.365,3.4839,4.7265,2.7574,-.2945,162.074241896131,-43.336818868363
13.37,3.5135,4.7427,2.7791,-.2988,161.603200883002,-94.2082026257708
13.375,3.5371,4.7554,2.795,-.3079,161.235767398629,-73.486696874636
13.38,3.5517,4.7683,2.7892,-.3154,160.858922969676,-75.3688857906411
13.385,3.5773,4.7807,2.7629,-.3233,160.500929476008,-71.5986987335896
13.39,3.6072,4.7959,2.7837,-.3319,160.058150342744,-88.5558266527255
13.395,3.6331,4.8118,2.773,-.3473,159.596520274195,-92.3260137097714
13.4,3.6779,4.8196,2.7973,-.35,159.370425235274,-45.2190077843625
13.405,3.7068,4.8384,2.8002,-.3532,158.824009527129,-109.283141628902
13.41,3.7227,4.852,2.8268,-.3641,158.428314162891,-79.1390728476813
13.415,3.7467,4.8676,2.8093,-.3688,157.976124085047,-90.438015568725
13.42,3.7804,4.8828,2.8096,-.3801,157.533344951783,-88.5558266527255
13.425,3.8138,4.8984,2.7847,-.3877,157.081125827815,-90.4438247937719
13.43,3.8663,4.9166,2.7905,-.3871,156.553561054955,-105.512954571856
13.435,3.8783,4.9188,2.7999,-.389,156.48759730452,-13.1927500871427
13.44,3.9134,4.947,2.8106,-.4004,155.667973742303,-163.924712443361
13.445,3.9542,4.9639,2.8067,-.4083,155.178110840014,-97.972580457764
13.45,3.997,4.9831,2.798,-.4282,154.622255141164,-111.171139769954
13.455,4.0412,5.0002,2.8093,-.4382,154.12295224817,-99.8605785988161
13.46,4.0502,5.0168,2.8353,-.4444,153.642471244336,-96.0962007668229
13.465,4.0798,5.0372,2.8171,-.4481,153.048971767166,-118.699895433946
13.47,4.1067,5.0534,2.7749,-.4567,152.577901707912,-94.2140118508178
13.475,4.156,5.0716,2.8333,-.4572,152.050336935053,-105.512954571861
13.48,4.1904,5.0898,2.7898,-.4625,151.522772162194,-105.512954571861
13.485,4.2056,5.1102,2.8207,-.4692,150.929243638899,-118.705704658998
13.49,4.2517,5.1284,2.7999,-.4774,150.401678866039,-105.512954571861
13.495,4.2864,5.1468,2.8018,-.4816,149.864674102475,-107.400952712902
13.5,4.3301,5.1689,2.7928,-.4891,149.224032764029,-128.128267689095
13.505,4.3658,5.1867,2.808,-.4839,148.70587893575,-103.630765655862
13.51,4.4041,5.2068,2.7905,-.4876,148.12179040316,-116.817706517946
13.515,4.4479,5.2266,2.8223,-.4941,147.54711281515,-114.935517601953
13.52,4.4972,5.2484,2.8333,-.5024,146.91591146741,-126.240269548043
13.525,4.5296,5.272,2.8113,-.5163,146.22818635994,-137.545021494134
13.53,4.5695,5.2925,2.8421,-.5237,145.634657836645,-118.705704658993
13.535,4.6152,5.3113,2.8083,-.5342,145.0882421285,-109.283141628913
13.54,4.6752,5.3376,2.8275,-.5503,144.325142326014,-152.619960497265
13.545,4.7103,5.3603,2.8291,-.5564,143.665650052283,-131.898454746141
13.55,4.7599,5.383,2.8307,-.5634,143.006186824678,-131.892645521089
13.555,4.8037,5.4073,2.8771,-.5681,142.299610781922,-141.31520855118
13.56,4.8585,5.4336,2.8453,-.5668,141.536510979435,-152.619960497265
13.565,4.9052,5.4553,2.832,-.5789,140.905309631695,-126.240269548043
13.57,4.9545,5.479,2.8025,-.5963,140.217584524224,-137.545021494134
13.575,5.0012,5.5036,2.831,-.6152,139.501597536889,-143.197397467179
13.58,5.0502,5.528,2.8534,-.6322,138.795021494133,-141.31520855118
13.585,5.1001,5.5539,2.8524,-.6337,138.041332636226,-150.737771581271
13.59,5.1358,5.5785,2.8466,-.6461,137.32534564889,-143.197397467173
13.595,5.1948,5.6074,2.8641,-.6497,136.486871151388,-167.694899500407
13.6,5.2429,5.6327,2.8664,-.6519,135.752033228767,-146.967584524231
13.605,5.2811,5.66,2.8567,-.6623,134.960671546416,-158.27233647031
13.61,5.3421,5.6869,2.8268,-.6581,134.178720808644,-156.390147554316
13.615,5.3904,5.7145,2.7999,-.6649,133.377919135587,-160.160334611368
13.62,5.4462,5.743,2.8424,-.6757,132.548884628791,-165.806901359355
13.625,5.4939,5.7689,2.8366,-.6864,131.795195770884,-150.737771581271
13.63,5.5474,5.7985,2.7976,-.6947,130.937870338097,-171.465086557453
13.635,5.6061,5.8212,2.8667,-.7028,130.278407110491,-131.892645521089
13.64,5.6687,5.8549,2.8706,-.7086,129.298623213663,-195.956779365633
13.645,5.72,5.8867,2.8758,-.725,128.375363076566,-184.652027419543
13.65,5.7822,5.9162,2.915,-.7348,127.518037643778,-171.465086557453
13.655,5.8432,5.9473,2.8609,-.7272,126.613628441966,-180.881840362497
13.66,5.9104,5.9752,2.8758,-.7339,125.803415824329,-162.042523527361
13.665,5.9768,6.0054,2.8417,-.7473,124.927268502382,-175.229464389452
13.67,6.0245,6.0255,2.8807,-.7711,124.343150923667,-116.823515742999
13.675,6.0897,6.0651,2.881,-.7719,123.193795747647,-229.871035203905
13.68,6.1617,6.0972,2.891,-.7803,122.261095619844,-186.540025560586
13.685,6.2126,6.1296,2.9105,-.7894,121.319013593587,-188.416405251542
13.69,6.2941,6.1591,2.8515,-.7959,120.461688160799,-171.465086557456
13.695,6.3524,6.1925,2.8742,-.7983,119.491315208551,-194.074590449631
13.7,6.4124,6.2269,2.8703,-.7959,118.492680376438,-199.726966422676
13.705,6.4926,6.2597,2.8625,-.8087,117.541158359475,-190.304403392591
13.71,6.5334,6.2934,2.8745,-.8232,116.561374462647,-195.956779365631
13.715,6.6145,6.3268,2.9121,-.8344,115.591001510399,-194.074590449637
13.72,6.6833,6.3602,2.882,-.8582,114.62062855815,-194.074590449634
13.725,6.7439,6.3946,2.8706,-.8844,113.621993726037,-199.726966422676
13.73,6.8351,6.43,2.8268,-.8793,112.595097014058,-205.379342395724
13.735,6.8789,6.4637,2.8687,-.8929,111.61531311723,-195.956779365636
13.74,6.9703,6.5007,2.9056,-.9201,110.541303590101,-214.801905425816
13.745,7.0144,6.5383,2.8424,-.938,109.448472173812,-218.566283257809
13.75,7.0926,6.5762,2.8949,-.9583,108.346200766818,-220.454281398864
13.755,7.173,6.6145,2.8823,-.9735,107.234518415243,-222.33647031486
13.76,7.2408,6.6528,2.7869,-.991,106.122807017544,-222.342279539913
13.765,7.331,6.692,2.808,-.9631,104.982862786104,-227.9888462879
13.77,7.38,6.7206,2.8855,-.9782,104.153799233182,-165.812710584407
13.775,7.4844,6.7709,2.8982,-.9987,102.69353433252,-292.052980132451
13.78,7.5425,6.812,2.9202,-1.0162,101.49706634135,-239.293598233999
13.785,7.6563,6.8539,2.9374,-1.031,100.281747414895,-243.063785291042
13.79,7.7128,6.8915,2.8982,-1.0483,99.1888869524805,-218.572092482864
13.795,7.8149,6.9385,2.8683,-1.0554,97.822818635994,-273.213663297312
13.8,7.8996,6.9791,2.905,-1.0805,96.645172533984,-235.529220401997
13.805,7.9917,7.0251,2.9147,-1.1019,95.3073951434878,-267.555478099223
13.81,8.0747,7.0673,2.9202,-1.1234,94.0826362263274,-244.951783432089
13.815,8.161,7.1117,2.8956,-1.1388,92.7919426048565,-258.138724294182
13.82,8.2655,7.1601,2.9605,-1.1205,91.3882014639247,-280.748228186357
13.825,8.3556,7.2039,2.9734,-1.0985,90.1163297316138,-254.374346462183
13.83,8.4439,7.2506,2.9595,-1.1355,88.7597014058325,-271.325665156272
13.835,8.5324,7.2908,2.9689,-1.1444,87.5914662484025,-233.647031485998
13.84,8.6255,7.3404,3.0162,-1.1598,86.1500522830255,-288.282793075402
13.845,8.7176,7.3881,3.0386,-1.1746,84.7651330312536,-276.983850354367
13.85,8.7867,7.4345,3.0711,-1.1461,83.4179156500523,-269.443476240266
13.855,8.8921,7.4825,3.05,-1.1812,82.0235854537005,-278.866039270363
13.86,8.9748,7.5302,3.0876,-1.2047,80.6386662019287,-276.983850354361
13.865,9.0777,7.5801,3.1022,-1.2032,79.1878122458464,-290.170791216451
13.87,9.1665,7.6229,3.1207,-1.2024,77.9442023934007,-248.721970489137
13.875,9.2593,7.6725,3.4061,-1.1428,76.5027593818984,-288.288602300454
13.88,9.3427,7.7186,3.6961,-1.0301,75.1649529452771,-267.561287324273
13.885,9.4218,7.7582,3.8313,-.9417,74.0155687231323,-229.876844428949
13.89,9.4773,7.7971,3.8877,-.8836,72.8850354362728,-226.106657371909
13.895,9.5561,7.8328,3.9338,-.8006,71.8486987335889,-207.267340536774
13.9,9.6148,7.8652,3.9542,-.7101,70.906587661206,-188.422214476586
13.905,9.6576,7.8918,3.8887,-.6421,70.1340478680144,-154.507958638317
13.91,9.7056,7.9145,3.8709,-.5396,69.4745555942837,-131.898454746138
13.915,9.7504,7.9356,3.8397,-.4306,68.8621761357035,-122.475891716044
13.92,9.7543,7.9518,3.8657,-.3539,68.3911060764494,-94.2140118508206
13.925,9.7935,7.9641,3.8699,-.2791,68.0331125827815,-71.5986987335867
13.93,9.8049,7.9732,3.8521,-.2007,67.7693156732892,-52.759381898457
13.935,9.9512,7.9878,3.3899,-.2028,67.3453584291855,-84.7914488207266
13.94,9.835,7.9901,3.3808,-.1849,67.2794237248751,-13.1869408620901
13.945,9.8438,7.9966,3.4836,-.1136,67.0910015103985,-37.6844428953177
13.95,9.8542,8.0034,3.5251,-.0568,66.8931393052167,-39.572441036367
13.955,9.8512,8.0037,2.9614,-.0791,66.8837283606367,-1.88218891599092
13.96,9.8785,8.006,2.8855,-.1094,66.817764610201,-13.1927500871427
13.965,9.8843,8.0079,3.073,-.1075,66.7612408504705,-11.3047519460906
13.97,9.9031,8.0151,3.1726,-.1068,66.5539677007087,-41.4546299523607
13.975,9.9262,8.0212,3.0766,-.1457,66.3749854769374,-35.796444754277
13.98,9.9379,8.0274,2.9446,-.175,66.1959742070408,-35.8022539793154
13.985,9.9479,8.0361,2.9965,-.1752,65.9415882421285,-50.8771929824576
13.99,9.943,8.043,3.0282,-.1855,65.7437550830719,-39.56663181132
13.995,9.9748,8.0498,3.2562,-.17,65.5459219240153,-39.5666318113115
14,9.9758,8.0537,3.2073,-.1525,65.4328453584292,-22.6153131172282
14.005,9.9826,8.0631,3.2387,-.145,65.1596375043569,-54.6415708144536
14.01,10.0082,8.0686,3.2822,-.128,64.9994771697456,-32.0320669222724
14.015,10.016,8.0722,3.3059,-.0997,64.8958405948646,-20.7273149761903
14.02,10.0248,8.0764,3.3052,-.0834,64.7733821308237,-24.491692808175
14.025,10.018,8.0796,3.3328,-.0534,64.6791565005229,-18.8451260601767
14.03,10.1792,8.0825,3.4009,-.0105,64.5943708609272,-16.9571279191388
14.035,10.0082,8.0696,3.2854,.0047,64.9712152898803,75.3688857906354
14.04,9.9992,8.0806,3.2906,.0099,64.6508946206576,-64.064133844542
14.045,10.0082,8.0809,3.3263,.0182,64.6414836760776,-1.88218891600513
14.05,10.0446,8.0806,3.4006,.0284,64.6508946206576,1.88218891600513
14.055,10.0082,8.079,3.4431,.0415,64.6980074358081,9.42256303008833
14.06,10.0076,8.0773,3.458,.0628,64.7451202509585,9.42256303008833
14.065,10.0102,8.0786,3.4473,.0798,64.707418380388,-7.54037411409456
14.07,10.005,8.0712,3.3724,.0954,64.9241024747299,43.336818868363
14.075,9.9923,8.0663,3.5118,.1363,65.0654409201813,28.267689090282
14.08,9.9803,8.0624,3.5011,.1817,65.1784884396421,22.6095038921756
14.085,9.9537,8.0524,3.4697,.1987,65.4705472289997,58.4117578715052
14.09,9.9495,8.0446,3.4797,.2265,65.6966422679214,45.2190077843568
14.095,9.9226,8.0326,3.3555,.2581,66.0452248170094,69.7165098175901
14.1,9.9022,8.0232,3.4022,.2756,66.3184617172069,54.6473800395091
14.105,9.8769,8.0118,3.3795,.3034,66.6481933310096,65.9463227605357
14.11,9.8487,7.9995,3.3172,.3311,67.0061868246776,71.5986987335924
14.115,9.8542,7.9833,2.9566,.305,67.4772568839317,94.2140118508206
14.12,9.8422,7.9732,2.9556,.2859,67.7693156732892,58.4117578714967
14.125,9.8088,7.9615,3.0143,.2719,68.1084872777971,67.8343209015907
14.13,9.7912,7.9489,2.9809,.2542,68.4759207621703,73.4866968746417
14.135,9.7646,7.9424,2.9144,.2322,68.6643429766469,37.6844428953177
14.14,9.7462,7.934,2.8521,.205,68.909288950854,48.9891948414083
14.145,9.7196,7.9262,2.8943,.1891,69.1353839897758,45.2190077843625
14.15,9.7153,7.9126,2.9455,.1671,69.5310793540142,79.1390728476813
14.155,9.7037,7.9132,3.2173,.1726,69.5122284187289,-3.7701870570487
14.16,9.6994,7.9051,3.1735,.1831,69.747763448356,47.1070059254117
14.165,9.6865,7.8912,3.1336,.1852,70.1528697571744,81.0212617636807
14.17,9.6664,7.8915,3.1748,.192,70.1434588125944,-1.88218891599945
14.175,9.6511,7.8844,3.2151,.2191,70.3507319623562,41.4546299523636
14.18,9.6284,7.872,3.2614,.2401,70.7087254560242,71.5986987335867
14.185,9.6086,7.8636,3.2436,.2432,70.9536714302312,48.9891948414112
14.19,9.5811,7.8548,3.3078,.267,71.2080573951435,50.8771929824576
14.195,9.5678,7.8435,3.3448,.2613,71.5377890089462,65.9463227605414
14.2,9.426,7.8331,3.6338,.2506,71.8392877890089,60.2997560125459
14.205,9.5149,7.8227,3.9594,.2434,72.1407575229464,60.293946787499
14.21,9.5032,7.8114,3.9996,.2268,72.4704891367491,65.9463227605414
14.215,9.4854,7.8062,4.0288,.1962,72.6212385267805,30.1498780062786
14.22,9.4779,7.7977,4.0292,.1728,72.8661845009876,48.9891948414083
14.225,9.4714,7.7922,3.7094,.1443,73.0263448355989,32.0320669222724
14.23,9.4659,7.801,3.4577,.1101,72.7719879168119,-50.8713837574078
14.235,9.4669,7.7815,3.1927,.1078,73.3372545602416,113.05332868595
14.24,9.451,7.7783,3.1424,.1109,73.4314511444173,18.8393168351382
14.245,9.4572,7.775,3.1194,.1044,73.5256767747182,18.8451260601795
14.25,9.4393,7.7692,3.1278,.0965,73.6952480539096,33.9142558382747
14.255,9.4413,7.7643,3.3821,.1302,73.8365574532357,28.2618798652265
14.26,9.4296,7.7604,3.4097,.1582,73.9496340188219,22.6153131172282
14.265,9.4143,7.752,3.3263,.1692,74.1945799930289,48.9891948414083
14.27,9.3994,7.7442,3.2747,.1882,74.4206750319507,45.2190077843625
14.275,9.379,7.7374,3.1067,.2019,74.6185372371326,39.5724410363641
14.28,9.367,7.728,3.1262,.2035,74.8917450912048,54.6415708144565
14.285,9.3517,7.7196,3.1586,.2056,75.1366910654119,48.9891948414083
14.29,9.3336,7.7095,3.1593,.2233,75.4287498547694,58.4117578714967
14.295,9.3131,7.7082,2.9857,.2034,75.4664226792146,7.53456488904476
14.3,9.2826,7.6949,2.9037,.1807,75.852707098873,77.2568839316818
14.305,9.2645,7.6865,2.9416,.1723,76.09765307308,48.9891948414083
14.31,9.2651,7.6813,2.9274,.1577,76.2484024631114,30.149878006273
14.315,9.2402,7.6755,2.9465,.136,76.4179737423028,33.9142558382719
14.32,9.2356,7.6696,2.9089,.1163,76.5875450214941,33.9142558382747
14.325,9.2252,7.6635,2.9679,.1114,76.7665562913907,35.8022539793183
14.33,9.2093,7.6609,2.9342,.0915,76.8419309864064,15.0749390031336
14.335,9.2282,7.6593,3.1473,.1027,76.8890438015569,9.42256303009401
14.34,9.2282,7.6537,3.1304,.1056,77.0492041361682,32.0320669222696
14.345,9.2213,7.6511,3.1216,.1064,77.1245497850587,15.0691297780895
14.35,9.2275,7.6463,3.1842,.1072,77.26588823051,28.2676890902735
14.355,9.2126,7.6411,3.3409,.1333,77.4166085744162,30.1440687812288
14.36,9.2012,7.6382,3.3996,.154,77.5014232601371,16.9629371441829
14.365,9.1883,7.632,3.4697,.1548,77.6804054839084,35.7964447542685
14.37,9.172,7.6239,3.5592,.1678,77.9159405135355,47.1070059254117
14.375,9.1656,7.6216,3.469,.1606,77.9819042639712,13.1927500871399
14.38,9.1344,7.6122,3.2929,.1452,78.2551121180435,54.6415708144536
14.385,9.1435,7.6067,3.1456,.1268,78.4152724526548,32.0320669222724
14.39,9.0961,7.6025,3.05,.1192,78.5377309166957,24.491692808175
14.395,9.127,7.5989,3.047,.1075,78.6413674915766,20.7273149761846
14.4,9.1,7.5944,2.9845,.0879,78.7732659463228,26.3796909492271
14.405,9.0913,7.5918,2.9815,.0742,78.8486406413385,15.0749390031393
14.41,9.2252,7.5863,2.9952,.0594,79.0088009759498,32.0320669222696
